Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.474	0.000	425.029	20.000	2729151.000	-36626200.000
2.857	0.000	425.030	21.363	3873954.000	-31638690.000
4.156	0.000	425.031	22.819	3497253.000	-29747550.000
5.375	0.000	425.032	24.375	3172365.000	-27927480.000
6.534	0.000	425.032	26.036	2876101.000	-26249490.000
7.611	0.000	425.033	27.811	2627333.000	-24679030.000
8.625	0.000	425.033	29.707	2367476.000	-23174880.000
9.577	0.000	425.033	31.732	2116786.000	-21752850.000
10.476	0.000	425.033	33.895	1933296.000	-20388980.000
11.321	0.000	425.032	36.205	1783951.000	-19181310.000
12.118	0.000	425.032	38.673	1598149.000	-17953450.000
13.075	0.000	425.032	41.309	1438127.000	-16896830.000
13.963	0.000	425.032	44.125	1280593.000	-15846440.000
14.803	0.000	425.033	47.133	1116909.000	-14895310.000
15.599	0.000	425.033	50.346	1024736.000	-13953190.000
16.339	0.000	425.033	53.777	950426.100	-13098560.000
17.037	0.000	425.033	57.443	877504.100	-12300220.000
17.695	0.000	425.033	61.359	810340.600	-11536410.000
18.315	0.000	425.033	65.541	738373.500	-10832720.000
18.911	0.000	425.033	70.009	666415.300	-10154720.000
19.485	0.000	425.033	74.781	613430.000	-9527829.000
20.031	0.000	425.033	79.878	554581.100	-8940273.000
20.524	0.000	425.033	85.323	507678.100	-8383145.000
20.990	0.000	425.033	91.139	460892.500	-7864087.000
21.436	0.000	425.033	97.352	422102.800	-7372990.000
21.852	0.000	425.033	103.987	384889.300	-6912499.000
22.245	0.000	425.034	111.076	350082.100	-6484781.000
22.636	0.000	425.034	118.647	318567.900	-6080531.000
23.004	0.000	425.034	126.735	291763.700	-5702416.000
23.341	0.000	425.034	135.373	267333.100	-5346663.000
23.715	0.000	425.034	144.601	238498.700	-5005308.000
24.044	0.000	425.034	154.458	218712.100	-4694343.000
24.360	0.000	425.034	164.986	202992.400	-4408997.000
24.711	0.000	425.034	176.232	185615.700	-4132285.000
25.017	0.000	425.034	188.245	168715.800	-3875456.000
25.283	0.000	425.034	201.077	155898.000	-3632336.000
25.575	0.000	425.034	214.783	143546.300	-3404292.000
25.855	0.000	425.034	229.423	130121.100	-3191528.000
26.119	0.000	425.034	245.062	121453.900	-2989687.000
26.387	0.000	425.034	261.766	110672.700	-2803444.000
26.669	0.000	425.034	279.609	99609.900	-2628610.000
26.969	0.000	425.034	298.669	91570.590	-2463748.000
27.263	0.000	425.034	319.027	84975.270	-2308767.000
27.569	0.000	425.034	340.773	77643.950	-2164643.000
27.788	0.000	425.034	364.002	71401.260	-2029043.000
28.036	0.000	425.034	388.814	65847.240	-1901593.000
28.284	0.000	425.034	415.317	60035.210	-1781941.000
28.507	0.000	425.034	443.627	55968.120	-1670014.000
28.744	0.000	425.034	473.866	50855.440	-1565647.000
28.960	0.000	425.034	506.167	46917.210	-1467746.000
29.205	0.000	425.034	540.670	43345.490	-1375253.000
29.406	0.000	425.034	577.524	39956.230	-1289249.000
29.646	0.000	425.034	616.890	36667.300	-1207854.000
29.886	0.000	425.034	658.940	34124.850	-1132079.000
30.077	0.000	425.034	703.857	31362.030	-1061092.000
30.344	0.000	425.034	751.834	29142.180	-994524.600
30.612	0.000	425.034	803.083	26569.480	-931848.000
30.839	0.000	425.034	857.824	24657.100	-873523.600
31.065	0.000	425.034	916.297	22802.490	-818533.600
31.231	0.000	425.034	978.756	20996.030	-767021.500
31.761	0.000	425.034	1045.472	19303.280	-719173.800
32.270	0.000	425.034	1116.736	17839.050	-673935.700
32.729	0.000	425.034	1192.857	16629.680	-631647.900
33.164	0.000	425.034	1274.167	15347.400	-591902.400
33.595	0.000	425.034	1361.020	14163.200	-554631.300
34.005	0.000	425.034	1453.793	13097.480	-519679.600
34.393	0.000	425.034	1552.890	12254.750	-487027.400
34.782	0.000	425.034	1658.741	11343.190	-456369.700
35.149	0.000	425.034	1771.808	10532.770	-427632.500
35.540	0.000	425.034	1892.582	9785.542	-400665.800
35.894	0.000	425.034	2021.589	9001.587	-375412.900
36.250	0.000	425.034	2159.389	8429.520	-351783.900
36.561	0.000	425.034	2306.582	7799.226	-329605.400
36.920	0.000	425.034	2463.808	7260.413	-308877.100
37.264	0.000	425.034	2631.752	6739.325	-289425.900
37.583	0.000	425.034	2811.143	6268.167	-271213.800
37.894	0.000	425.033	3002.763	5835.915	-254080.100
38.216	0.000	425.033	3207.444	5448.119	-238093.700
38.452	0.000	425.033	3426.077	5059.227	-223087.400
38.754	0.000	425.033	3659.613	4712.351	-209034.300
39.037	0.000	425.033	3909.068	4385.885	-195828.900
39.421	0.000	425.032	4175.526	4080.367	-183547.000
39.727	0.000	425.032	4460.148	3801.354	-171988.300
40.083	0.000	425.032	4764.171	3518.771	-161151.800
40.445	0.000	425.032	5088.917	3319.436	-150983.100
40.734	0.000	425.032	5435.799	3048.764	-141470.200
41.024	0.000	425.032	5806.326	2877.280	-132533.000
41.297	0.000	425.032	6202.110	2688.369	-124242.300
41.606	0.000	425.032	6624.872	2529.445	-116372.100
41.855	0.000	425.032	7076.452	2291.208	-109028.400
42.159	0.000	425.032	7558.813	2136.657	-102169.700
42.486	0.000	425.032	8074.054	2014.745	-95748.560
42.842	0.000	425.032	8624.416	1880.182	-89698.260
43.113	0.000	425.032	9212.292	1745.291	-84016.690
43.394	0.000	425.032	9840.241	1590.790	-78742.960
43.685	0.000	425.032	10510.994	1548.149	-73765.840
43.929	0.000	425.031	11227.468	1442.936	-69127.790
44.193	0.000	425.031	11992.780	1353.825	-64772.110
44.445	0.000	425.031	12810.259	1265.827	-60688.580
44.707	0.000	425.031	13683.461	1187.395	-56856.200
45.010	0.000	425.031	14616.184	1111.947	-53275.480
45.261	0.000	425.031	15612.485	1039.010	-49920.630
45.529	0.000	425.031	16676.698	969.075	-46773.750
45.768	0.000	425.031	17813.453	909.794	-43824.070
46.054	0.000	425.030	19027.694	855.661	-41058.410
46.334	0.000	425.030	20324.702	802.483	-38468.880
46.597	0.000	425.030	21710.121	746.883	-36036.760
46.861	0.000	425.030	23189.975	711.541	-33767.890
47.120	0.000	425.030	24770.702	660.452	-31644.350
47.402	0.000	425.030	26459.178	618.963	-29642.500
47.650	0.000	425.030	28262.749	581.125	-27777.020
47.896	0.000	425.030	30189.258	546.124	-26022.120
48.122	0.000	425.030	32247.086	513.198	-24381.330
48.373	0.000	425.030	34445.185	483.043	-22842.820
48.605	0.000	425.031	36793.115	453.936	-21405.970
48.850	0.000	425.031	39301.090	427.803	-20053.780
49.123	0.000	425.031	41980.020	402.570	-18788.190
49.480	0.000	425.031	44841.556	377.656	-17606.330
49.859	0.000	425.031	47898.147	356.768	-16496.010
50.285	0.000	425.031	51163.089	332.105	-15461.530
50.576	0.000	425.031	54650.583	311.226	-14483.700
50.969	0.000	425.031	58375.799	297.477	-13567.940
51.284	0.000	425.031	62354.942	287.012	-12725.410
51.671	0.000	425.030	66605.320	263.545	-11908.660
51.987	0.000	425.030	71145.421	250.843	-11156.830
52.301	0.000	425.030	75994.996	237.553	-10455.220
52.590	0.000	425.030	81175.138	223.682	-9800.833
52.878	0.000	425.029	86708.381	210.209	-9179.222
53.162	0.000	425.029	92618.793	198.838	-8600.987
53.440	0.000	425.029	98932.084	184.166	-8055.830
53.762	0.000	425.029	105675.715	189.483	-7546.283
54.077	0.000	425.029	112879.022	167.193	-7078.592
54.359	0.000	425.029	120573.336	164.803	-6634.505
54.668	0.000	425.029	128792.127	149.625	-6220.730
54.912	0.000	425.029	137571.146	143.198	-5822.277
55.329	0.000	425.029	146948.581	135.286	-5454.485
55.595	0.000	425.029	156965.221	128.095	-5109.240
55.869	0.000	425.029	167664.638	122.846	-4786.647
56.105	0.000	425.029	179093.373	118.490	-4486.170
56.410	0.000	425.029	191301.139	113.140	-4201.541
56.764	0.000	425.029	204341.039	108.104	-3937.077
57.050	0.000	425.029	218269.793	104.277	-3691.874
57.363	0.000	425.029	233147.990	103.495	-3457.502
57.615	0.000	425.029	249040.349	90.819	-3241.149
57.911	0.000	425.029	266015.998	86.041	-3036.253
58.312	0.000	425.029	284148.780	83.231	-2844.302
58.621	0.000	425.029	303517.570	79.042	-2664.672
59.078	0.000	425.029	324206.618	74.510	-2496.715
59.382	0.000	425.029	346305.920	71.515	-2338.177
59.720	0.000	425.029	369911.605	70.682	-2190.302
60.015	0.000	425.029	395126.353	65.712	-2052.586
60.352	0.000	425.029	422059.846	63.402	-1922.613
60.666	0.000	425.029	450829.241	60.799	-1800.523
60.960	0.000	425.029	481559.679	57.863	-1686.521
61.264	0.000	425.029	514384.835	56.327	-1579.280
61.516	0.000	425.029	549447.493	53.011	-1479.188
61.819	0.000	425.029	586900.171	51.831	-1385.246
62.080	0.000	425.029	626905.783	49.965	-1296.191
62.408	0.000	425.029	669638.348	47.579	-1214.921
62.663	0.000	425.029	715283.746	45.522	-1136.835
62.976	0.000	425.029	764040.529	42.678	-1063.910
63.221	0.000	425.029	816120.781	42.484	-995.404
63.484	0.000	425.029	871751.044	40.951	-931.508
63.736	0.000	425.029	931173.304	40.140	-871.717
64.035	0.000	425.029	994646.037	38.233	-814.841
64.350	0.000	425.029	1062445.341	8.056	-758.990
64.631	0.000	425.029	1134866.134	7.067	-709.162
65.102	0.000	425.029	1212223.437	6.154	-662.191
65.366	0.000	425.029	1294853.743	5.172	-618.176
65.720	0.000	425.029	1383116.481	4.929	-577.219
