Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.472	0.000	389.029	20.000	1006165.000	-62507890.000
2.853	0.000	389.028	21.363	1582401.000	-49901130.000
4.152	0.000	389.028	22.819	1548550.000	-46948510.000
5.373	0.000	389.027	24.375	1522265.000	-43946770.000
6.521	0.000	389.026	26.036	1290749.000	-41122380.000
7.598	0.000	389.026	27.811	1190110.000	-38510440.000
8.612	0.000	389.027	29.707	1108745.000	-36041790.000
9.563	0.000	389.027	31.732	1067261.000	-33805610.000
10.461	0.000	389.027	33.895	942015.400	-31752620.000
11.330	0.000	389.028	36.205	785327.000	-29665230.000
12.135	0.000	389.028	38.673	704201.900	-27833470.000
13.080	0.000	389.029	41.309	659286.100	-26061210.000
13.968	0.000	389.029	44.125	550180.800	-24426910.000
14.805	0.000	389.029	47.133	401599.500	-22817180.000
15.590	0.000	389.029	50.346	323620.800	-21379410.000
16.329	0.000	389.029	53.777	375696.800	-20052290.000
17.027	0.000	389.030	57.443	430922.000	-18841330.000
17.685	0.000	389.030	61.359	398363.500	-17661320.000
18.303	0.000	389.030	65.541	358218.800	-16525940.000
18.888	0.000	389.030	70.009	357504.300	-15504670.000
19.441	0.000	389.030	74.781	323255.900	-14516810.000
19.965	0.000	389.031	79.878	292950.200	-13585950.000
20.463	0.000	389.031	85.323	272801.800	-12744530.000
20.933	0.000	389.031	91.139	253377.400	-11930620.000
21.446	0.000	389.031	97.352	246895.500	-11181810.000
21.898	0.000	389.031	103.987	227330.600	-10468560.000
22.351	0.000	389.031	111.076	204221.400	-9813706.000
22.753	0.000	389.032	118.647	192067.900	-9191214.000
23.208	0.000	389.032	126.735	177575.900	-8610348.000
23.560	0.000	389.033	135.373	165501.100	-8071352.000
23.884	0.000	389.034	144.601	167977.600	-7563985.000
24.221	0.000	389.034	154.458	129856.500	-7091297.000
24.563	0.000	389.035	164.986	130680.700	-6636029.000
24.859	0.000	389.035	176.232	119067.600	-6213781.000
25.177	0.000	389.035	188.245	112940.800	-5823717.000
25.471	0.000	389.035	201.077	103249.700	-5454230.000
25.774	0.000	389.035	214.783	97848.480	-5111005.000
26.063	0.000	389.035	229.423	90667.420	-4787642.000
26.409	0.000	389.036	245.062	85396.470	-4488630.000
26.741	0.000	389.036	261.766	79376.470	-4203439.000
26.998	0.000	389.036	279.609	72712.360	-3936572.000
27.336	0.000	389.037	298.669	66208.420	-3687162.000
27.576	0.000	389.037	319.027	62480.940	-3454893.000
27.841	0.000	389.037	340.773	57428.350	-3236650.000
28.109	0.000	389.037	364.002	55252.350	-3031716.000
28.540	0.000	389.037	388.814	50844.930	-2840302.000
28.749	0.000	389.038	415.317	47602.430	-2660729.000
29.085	0.000	389.038	443.627	44381.980	-2492572.000
29.381	0.000	389.038	473.866	40925.030	-2335964.000
29.737	0.000	389.038	506.167	38561.780	-2188151.000
29.964	0.000	389.038	540.670	36009.450	-2050062.000
