Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.472	0.000	458.878	20.000	7569715.000	-24383430.000
2.857	0.000	458.879	21.363	8555785.000	-23945410.000
4.155	0.000	458.880	22.819	7795824.000	-22774280.000
5.377	0.000	458.880	24.375	7152769.000	-21668610.000
6.524	0.000	458.881	26.036	6513288.000	-20584730.000
7.601	0.000	458.881	27.811	5959082.000	-19574580.000
8.614	0.000	458.882	29.707	5420680.000	-18572100.000
9.576	0.000	458.883	31.732	4937648.000	-17583780.000
10.475	0.000	458.883	33.895	4523349.000	-16650690.000
11.320	0.000	458.884	36.205	4074620.000	-15785480.000
12.121	0.000	458.884	38.673	3727269.000	-14955610.000
13.063	0.000	458.884	41.309	3375363.000	-14129970.000
13.957	0.000	458.885	44.125	3030628.000	-13353400.000
14.792	0.000	458.885	47.133	2744212.000	-12634830.000
15.578	0.000	458.885	50.346	2441778.000	-11888960.000
16.319	0.000	458.885	53.777	2249600.000	-11240870.000
17.031	0.000	458.885	57.443	2061234.000	-10603900.000
17.688	0.000	458.886	61.359	1870175.000	-10003580.000
18.319	0.000	458.886	65.541	1695295.000	-9432261.000
18.906	0.000	458.886	70.009	1527399.000	-8879763.000
19.459	0.000	458.886	74.781	1385843.000	-8364570.000
19.982	0.000	458.887	79.878	1251076.000	-7879616.000
20.475	0.000	458.887	85.323	1132484.000	-7415134.000
20.956	0.000	458.887	91.139	1021569.000	-6978529.000
21.397	0.000	458.887	97.352	927163.900	-6560408.000
21.815	0.000	458.887	103.987	835893.400	-6168487.000
22.233	0.000	458.886	111.076	756403.400	-5800709.000
22.619	0.000	458.886	118.647	685629.600	-5456143.000
22.973	0.000	458.886	126.735	620176.300	-5128475.000
23.321	0.000	458.886	135.373	562210.100	-4819688.000
23.669	0.000	458.886	144.601	500984.800	-4534256.000
24.013	0.000	458.886	154.458	452370.800	-4254622.000
24.311	0.000	458.886	164.986	416040.200	-3995035.000
24.609	0.000	458.886	176.232	375634.900	-3751772.000
24.936	0.000	458.886	188.245	340156.900	-3523633.000
25.239	0.000	458.886	201.077	308452.200	-3308758.000
25.556	0.000	458.886	214.783	279591.700	-3107655.000
25.843	0.000	458.886	229.423	252799.300	-2916275.000
26.131	0.000	458.886	245.062	229910.600	-2738606.000
26.421	0.000	458.887	261.766	208476.900	-2570334.000
26.708	0.000	458.887	279.609	188254.100	-2411561.000
26.999	0.000	458.887	298.669	171011.500	-2263186.000
27.288	0.000	458.887	319.027	155254.100	-2123292.000
27.525	0.000	458.887	340.773	140839.000	-1992198.000
27.780	0.000	458.887	364.002	128100.600	-1868861.000
28.061	0.000	458.887	388.814	116159.700	-1753442.000
28.312	0.000	458.887	415.317	105501.300	-1644426.000
28.569	0.000	458.887	443.627	96037.720	-1542080.000
28.833	0.000	458.887	473.866	86892.110	-1447223.000
29.062	0.000	458.887	506.167	79449.900	-1356707.000
29.315	0.000	458.887	540.670	72274.430	-1272665.000
29.532	0.000	458.887	577.524	66112.900	-1193734.000
29.762	0.000	458.887	616.890	60269.360	-1119639.000
30.024	0.000	458.887	658.940	54574.900	-1049922.000
30.219	0.000	458.887	703.857	49813.990	-984494.600
30.482	0.000	458.887	751.834	45359.170	-923202.100
30.658	0.000	458.887	803.083	41391.180	-865382.400
30.852	0.000	458.887	857.824	37945.440	-811611.400
31.061	0.000	458.887	916.297	34708.030	-760867.400
31.263	0.000	458.887	978.756	31650.700	-713467.900
31.855	0.000	458.887	1045.472	28559.710	-669216.500
32.348	0.000	458.887	1116.736	26232.650	-627499.600
32.808	0.000	458.887	1192.857	24028.030	-588089.500
33.243	0.000	458.887	1274.167	21966.900	-551508.400
33.653	0.000	458.887	1361.020	20081.450	-516851.400
34.084	0.000	458.887	1453.793	18425.610	-484571.200
34.465	0.000	458.887	1552.890	16895.840	-454117.700
34.857	0.000	458.887	1658.741	15485.770	-425671.200
35.203	0.000	458.887	1771.808	14198.860	-399080.200
35.568	0.000	458.887	1892.582	13102.120	-373978.400
35.929	0.000	458.887	2021.589	12025.990	-350523.600
36.267	0.000	458.888	2159.389	11016.080	-328517.400
36.574	0.000	458.888	2306.582	10127.100	-307959.700
36.927	0.000	458.888	2463.808	9314.934	-288605.800
37.249	0.000	458.888	2631.752	8567.614	-270436.700
37.624	0.000	458.888	2811.143	7945.207	-253472.200
37.963	0.000	458.888	3002.763	7284.239	-237530.300
38.266	0.000	458.888	3207.444	6711.250	-222657.300
38.535	0.000	458.888	3426.077	6183.953	-208642.400
38.771	0.000	458.888	3659.613	5690.014	-195517.800
39.074	0.000	458.888	3909.068	5282.261	-183209.800
39.479	0.000	458.889	4175.526	4860.585	-171711.100
39.835	0.000	458.889	4460.148	4506.842	-160955.700
40.197	0.000	458.889	4764.171	4160.561	-150846.600
40.534	0.000	458.889	5088.917	3848.233	-141383.800
40.834	0.000	458.889	5435.799	3539.363	-132479.900
41.158	0.000	458.889	5806.326	3285.651	-124153.400
41.415	0.000	458.889	6202.110	3014.385	-116334.400
41.723	0.000	458.889	6624.872	2810.311	-109022.600
41.971	0.000	458.889	7076.452	2591.801	-102149.900
42.245	0.000	458.889	7558.813	2379.306	-95737.420
42.544	0.000	458.889	8074.054	2229.753	-89688.860
42.917	0.000	458.889	8624.416	2027.725	-84035.540
43.205	0.000	458.889	9212.292	1904.609	-78777.920
43.521	0.000	458.889	9840.241	1779.058	-73817.470
43.769	0.000	458.889	10510.994	1647.186	-69158.760
44.031	0.000	458.889	11227.468	1531.126	-64798.020
44.274	0.000	458.889	11992.780	1422.306	-60720.890
44.583	0.000	458.889	12810.259	1319.283	-56901.980
44.856	0.000	458.889	13683.461	1225.024	-53314.810
45.111	0.000	458.889	14616.184	1141.024	-49951.690
45.365	0.000	458.889	15612.485	1063.766	-46806.220
45.728	0.000	458.889	16676.698	989.896	-43857.410
46.000	0.000	458.889	17813.453	918.072	-41098.100
46.255	0.000	458.889	19027.694	850.725	-38509.770
46.501	0.000	458.889	20324.702	798.054	-36078.240
46.792	0.000	458.889	21710.121	745.504	-33814.370
47.075	0.000	458.889	23189.975	688.931	-31675.920
47.311	0.000	458.889	24770.702	648.289	-29682.400
47.599	0.000	458.889	26459.178	604.783	-27806.110
47.848	0.000	458.889	28262.749	565.061	-26060.190
48.140	0.000	458.889	30189.258	514.681	-24412.780
48.418	0.000	458.889	32247.086	489.829	-22874.490
48.681	0.000	458.889	34445.185	457.204	-21431.020
48.944	0.000	458.889	36793.115	429.894	-20075.710
