Timestamp,Elapsed_Sec,Stage_Idx,Stage_Target_K,Temp_A_K,Error_K,Ramp_SP_K,Track_Err_K,Heater_Pct,Ramp_Rate_K_min,P_Gain,I_Gain,D_Gain,Range,MaxPwr_Pct,Phase
2026-09-05 08:38:34,8.6,1,410.00,405.2413,-4.7587,405.2370,-0.0043,21.71,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:35,10.0,1,410.00,405.2423,-4.7577,405.2604,+0.0181,22.41,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:36,11.4,1,410.00,405.2445,-4.7555,405.2838,+0.0393,23.05,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:38,12.8,1,410.00,405.2472,-4.7528,405.3072,+0.0600,23.65,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:39,14.2,1,410.00,405.2508,-4.7492,405.3307,+0.0799,24.17,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:41,15.6,1,410.00,405.2551,-4.7449,405.3541,+0.0990,24.68,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:42,17.1,1,410.00,405.2603,-4.7397,405.3775,+0.1172,25.15,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:43,18.5,1,410.00,405.2673,-4.7327,405.4009,+0.1336,25.50,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:45,19.9,1,410.00,405.2750,-4.7250,405.4243,+0.1493,25.92,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:46,21.3,1,410.00,405.2835,-4.7165,405.4477,+0.1642,26.26,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:48,22.7,1,410.00,405.2929,-4.7071,405.4711,+0.1782,26.53,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:49,24.1,1,410.00,405.3037,-4.6963,405.4945,+0.1908,26.75,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:50,25.5,1,410.00,405.3158,-4.6842,405.5179,+0.2021,27.00,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:52,26.9,1,410.00,405.3282,-4.6718,405.5413,+0.2131,27.20,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:53,28.3,1,410.00,405.3416,-4.6584,405.5647,+0.2231,27.24,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:55,29.7,1,410.00,405.3563,-4.6437,405.5880,+0.2317,27.34,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:56,31.1,1,410.00,405.3714,-4.6286,405.6114,+0.2400,27.52,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:57,32.5,1,410.00,405.3882,-4.6118,405.6348,+0.2466,27.57,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:38:59,33.9,1,410.00,405.4044,-4.5956,405.6582,+0.2538,27.69,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:39:00,35.3,1,410.00,405.4220,-4.5780,405.6816,+0.2596,27.68,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:39:02,36.7,1,410.00,405.4396,-4.5604,405.7050,+0.2654,27.62,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
2026-09-05 08:39:03,38.1,1,410.00,405.4596,-4.5404,405.7285,+0.2689,27.59,1.00,40.0,900.0,0.0,HI,70.0,RAMPING
