Timestamp,Elapsed_Sec,Stage_Idx,Stage_Target_K,Temp_A_K,Error_K,Ramp_SP_K,Track_Err_K,Heater_Pct,Ramp_Rate_K_min,P_Gain,I_Gain,D_Gain,Range,MaxPwr_Pct,Phase
2026-09-05 07:08:56,8.6,1,365.00,355.1869,-9.8131,355.1849,-0.0020,9.89,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:08:57,10.0,1,365.00,355.1873,-9.8127,355.2083,+0.0210,10.39,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:08:58,11.4,1,365.00,355.1871,-9.8129,355.2317,+0.0446,11.01,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:00,12.8,1,365.00,355.1868,-9.8132,355.2551,+0.0683,11.41,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:01,14.2,1,365.00,355.1875,-9.8125,355.2785,+0.0910,11.72,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:03,15.6,1,365.00,355.1893,-9.8107,355.3019,+0.1126,12.05,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:04,17.0,1,365.00,355.1912,-9.8088,355.3253,+0.1341,12.62,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:05,18.4,1,365.00,355.1923,-9.8077,355.3486,+0.1563,12.97,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:07,19.8,1,365.00,355.1940,-9.8060,355.3720,+0.1780,13.29,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:08,21.2,1,365.00,355.1969,-9.8031,355.3954,+0.1985,13.54,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:10,22.7,1,365.00,355.2002,-9.7998,355.4188,+0.2186,13.84,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:11,24.1,1,365.00,355.2038,-9.7962,355.4422,+0.2384,14.22,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:12,25.5,1,365.00,355.2077,-9.7923,355.4656,+0.2579,14.38,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:14,26.9,1,365.00,355.2125,-9.7875,355.4890,+0.2765,14.54,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:15,28.3,1,365.00,355.2180,-9.7820,355.5124,+0.2944,14.84,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:17,29.7,1,365.00,355.2233,-9.7767,355.5358,+0.3125,15.01,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:18,31.1,1,365.00,355.2293,-9.7707,355.5592,+0.3299,15.07,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:19,32.5,1,365.00,355.2362,-9.7638,355.5826,+0.3464,15.32,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:21,33.9,1,365.00,355.2431,-9.7569,355.6060,+0.3629,15.49,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:22,35.3,1,365.00,355.2504,-9.7496,355.6294,+0.3790,15.55,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
2026-09-05 07:09:24,36.7,1,365.00,355.2590,-9.7410,355.6528,+0.3938,15.57,1.00,25.0,900.0,40.0,HI,70.0,RAMPING
