Timestamp,Elapsed_Sec,Stage_Idx,Stage_Target_K,Temp_A_K,Error_K,Ramp_SP_K,Track_Err_K,Heater_Pct,Ramp_Rate_K_min,P_Gain,I_Gain,D_Gain,Range,MaxPwr_Pct,Phase
2026-09-05 06:47:37,5.7,1,353.00,342.7493,-10.2507,342.7675,+0.0182,70.00,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:38,7.6,1,353.00,342.7436,-10.2564,342.7997,+0.0561,70.00,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:40,9.0,1,353.00,342.7397,-10.2603,342.8231,+0.0834,70.00,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:41,10.4,1,353.00,342.7361,-10.2639,342.8464,+0.1103,70.00,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:43,11.8,1,353.00,342.7332,-10.2668,342.8698,+0.1366,70.00,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:44,13.2,1,353.00,342.7323,-10.2677,342.8932,+0.1609,70.00,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:45,14.6,1,353.00,342.7327,-10.2673,342.9166,+0.1839,70.00,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:47,16.0,1,353.00,342.7384,-10.2616,342.9400,+0.2016,70.00,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:48,17.4,1,353.00,342.7492,-10.2508,342.9634,+0.2142,70.00,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:50,18.8,1,353.00,342.7670,-10.2330,342.9868,+0.2198,69.91,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:51,20.2,1,353.00,342.7906,-10.2094,343.0102,+0.2196,69.56,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:52,21.6,1,353.00,342.8212,-10.1788,343.0336,+0.2124,69.06,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:54,23.0,1,353.00,342.8592,-10.1408,343.0570,+0.1978,68.20,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:55,24.4,1,353.00,342.9044,-10.0956,343.0804,+0.1760,67.32,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:57,25.8,1,353.00,342.9601,-10.0399,343.1038,+0.1437,66.15,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:58,27.2,1,353.00,343.0196,-9.9804,343.1272,+0.1076,64.91,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:47:59,28.6,1,353.00,343.0846,-9.9154,343.1505,+0.0659,63.54,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:01,30.0,1,353.00,343.1549,-9.8451,343.1739,+0.0190,62.17,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:02,31.4,1,353.00,343.2300,-9.7700,343.1973,-0.0327,60.62,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:04,32.8,1,353.00,343.3136,-9.6864,343.2207,-0.0929,59.07,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:05,34.2,1,353.00,343.3954,-9.6046,343.2441,-0.1513,57.70,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:06,35.7,1,353.00,343.4781,-9.5219,343.2675,-0.2106,56.06,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:08,37.1,1,353.00,343.5625,-9.4375,343.2909,-0.2716,54.60,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:09,38.5,1,353.00,343.6470,-9.3530,343.3143,-0.3327,53.18,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:11,39.9,1,353.00,343.7357,-9.2643,343.3377,-0.3980,51.73,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:12,41.3,1,353.00,343.8211,-9.1789,343.3611,-0.4600,50.15,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:14,42.7,1,353.00,343.9066,-9.0934,343.3845,-0.5221,48.59,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:15,44.1,1,353.00,343.9920,-9.0080,343.4079,-0.5841,47.17,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:16,45.5,1,353.00,344.0757,-8.9243,343.4312,-0.6445,45.85,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:18,46.9,1,353.00,344.1629,-8.8371,343.4546,-0.7083,44.52,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:19,48.3,1,353.00,344.2434,-8.7566,343.4780,-0.7654,43.27,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:21,49.7,1,353.00,344.3224,-8.6776,343.5014,-0.8210,41.96,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:22,51.1,1,353.00,344.3994,-8.6006,343.5248,-0.8746,40.83,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:23,52.5,1,353.00,344.4744,-8.5256,343.5482,-0.9262,39.67,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:25,53.9,1,353.00,344.5518,-8.4482,343.5715,-0.9803,38.62,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:26,55.3,1,353.00,344.6222,-8.3778,343.5949,-1.0273,37.64,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:28,56.7,1,353.00,344.6905,-8.3095,343.6183,-1.0722,36.61,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:29,58.1,1,353.00,344.7563,-8.2437,343.6417,-1.1146,35.82,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:30,59.5,1,353.00,344.8223,-8.1777,343.6651,-1.1572,35.12,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
2026-09-05 06:48:32,60.9,1,353.00,344.8815,-8.1185,343.6885,-1.1930,34.34,1.00,25.0,400.0,0.0,HI,70.0,RAMPING
