T (K),f (Fixed),R (ohm),X (ohm),Time (s),Cp (pF),Tan_Delta,Eps_Prime,Heater (%),Setpoint (K)
421.9975,10000.00,1.707890e+01,-1.081330e+03,0.007,14714.777,1.579435e-02,83095.0107,18.80,300.000
421.9958,10000.00,1.712910e+01,-1.082871e+03,0.207,14693.825,1.581823e-02,82976.6982,18.80,300.000
421.9941,10000.00,1.713810e+01,-1.083329e+03,0.408,14687.614,1.581985e-02,82941.6214,18.80,300.000
421.9924,10000.00,1.707820e+01,-1.081556e+03,0.608,14711.696,1.579039e-02,83077.6116,18.80,300.000
