Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)	Cp (F)	TanD	Eps_Prime	Heater (%)	Setpoint (K)
301.188	0.000	430.5027	10000.00	1.820437e+03	-9.578365e+04	1.661009e-10	1.900572e-02	937.9791	30.92	300.000
302.189	0.000	430.4948	10000.00	1.818738e+03	-9.575987e+04	1.661422e-10	1.899269e-02	938.2125	30.76	300.000
303.189	0.000	430.4881	10000.00	1.835321e+03	-9.582117e+04	1.660349e-10	1.915361e-02	937.6066	30.71	300.000
304.190	0.000	430.4815	10000.00	1.853436e+03	-9.580760e+04	1.660572e-10	1.934540e-02	937.7324	30.72	300.000
305.191	0.000	430.4750	10000.00	1.844685e+03	-9.583877e+04	1.660038e-10	1.924780e-02	937.4310	30.61	300.000
306.192	0.000	430.4688	10000.00	1.833082e+03	-9.581903e+04	1.660387e-10	1.913067e-02	937.6283	30.55	300.000
307.193	0.000	430.4623	10000.00	1.810568e+03	-9.582444e+04	1.660309e-10	1.889464e-02	937.5838	30.49	300.000
308.193	0.000	430.4562	10000.00	1.794724e+03	-9.582790e+04	1.660259e-10	1.872862e-02	937.5558	30.48	300.000
309.194	0.000	430.4497	10000.00	1.803548e+03	-9.582640e+04	1.660279e-10	1.882099e-02	937.5672	30.62	300.000
310.195	0.000	430.4427	10000.00	1.819220e+03	-9.578865e+04	1.660923e-10	1.899202e-02	937.9307	30.56	300.000
311.195	0.000	430.4364	10000.00	1.772669e+03	-9.580664e+04	1.660641e-10	1.850257e-02	937.7717	30.55	300.000
312.196	0.000	430.4299	10000.00	1.812912e+03	-9.586028e+04	1.659687e-10	1.891202e-02	937.2326	30.60	300.000
313.196	0.000	430.4227	10000.00	1.823800e+03	-9.583827e+04	1.660061e-10	1.902998e-02	937.4437	30.59	300.000
314.197	0.000	430.4157	10000.00	1.851883e+03	-9.583535e+04	1.660092e-10	1.932359e-02	937.4617	30.74	300.000
315.198	0.000	430.4089	10000.00	1.860404e+03	-9.585010e+04	1.659831e-10	1.940952e-02	937.3143	30.51	300.000
316.198	0.000	430.4023	10000.00	1.826354e+03	-9.580891e+04	1.660567e-10	1.906247e-02	937.7298	30.86	300.000
317.199	0.000	430.3946	10000.00	1.805078e+03	-9.577703e+04	1.661133e-10	1.884667e-02	938.0496	30.74	300.000
318.199	0.000	430.3881	10000.00	1.770827e+03	-9.588335e+04	1.659315e-10	1.846856e-02	937.0227	30.52	300.000
319.200	0.000	430.3820	10000.00	1.835177e+03	-9.582867e+04	1.660219e-10	1.915060e-02	937.5333	30.55	300.000
320.200	0.000	430.3752	10000.00	1.835436e+03	-9.585791e+04	1.659713e-10	1.914747e-02	937.2474	30.53	300.000
321.200	0.000	430.3682	10000.00	1.815049e+03	-9.591000e+04	1.658826e-10	1.892450e-02	936.7463	30.80	300.000
322.203	0.000	430.3610	10000.00	1.830506e+03	-9.584231e+04	1.659986e-10	1.909914e-02	937.4017	30.73	300.000
323.204	0.000	430.3542	10000.00	1.808140e+03	-9.584477e+04	1.659958e-10	1.886530e-02	937.3860	30.74	300.000
324.205	0.000	430.3470	10000.00	1.837675e+03	-9.585826e+04	1.659705e-10	1.917075e-02	937.2432	30.63	300.000
325.205	0.000	430.3409	10000.00	1.836841e+03	-9.582765e+04	1.660236e-10	1.916817e-02	937.5426	30.49	300.000
326.206	0.000	430.3347	10000.00	1.791106e+03	-9.588508e+04	1.659272e-10	1.867972e-02	936.9984	30.52	300.000
327.207	0.000	430.3285	10000.00	1.816200e+03	-9.588034e+04	1.659338e-10	1.894236e-02	937.0355	30.44	300.000
328.208	0.000	430.3216	10000.00	1.775394e+03	-9.592860e+04	1.658530e-10	1.850745e-02	936.5793	30.59	300.000
329.208	0.000	430.3152	10000.00	1.818763e+03	-9.588402e+04	1.659272e-10	1.896836e-02	936.9986	30.59	300.000
330.209	0.000	430.3085	10000.00	1.778906e+03	-9.592012e+04	1.658674e-10	1.854570e-02	936.6608	30.70	300.000
331.209	0.000	430.3019	10000.00	1.795338e+03	-9.589464e+04	1.659104e-10	1.872198e-02	936.9035	30.41	300.000
332.209	0.000	430.2947	10000.00	1.830866e+03	-9.590053e+04	1.658979e-10	1.909130e-02	936.8329	30.77	300.000
333.210	0.000	430.2876	10000.00	1.808024e+03	-9.587827e+04	1.659379e-10	1.885750e-02	937.0587	30.72	300.000
334.210	0.000	430.2809	10000.00	1.853506e+03	-9.591735e+04	1.658673e-10	1.932399e-02	936.6603	30.45	300.000
335.210	0.000	430.2747	10000.00	1.797592e+03	-9.591277e+04	1.658789e-10	1.874195e-02	936.7257	30.48	300.000
336.211	0.000	430.2682	10000.00	1.814515e+03	-9.589756e+04	1.659041e-10	1.892139e-02	936.8680	30.46	300.000
337.211	0.000	430.2620	10000.00	1.812040e+03	-9.589182e+04	1.659142e-10	1.889671e-02	936.9249	30.38	300.000
338.211	0.000	430.2559	10000.00	1.769958e+03	-9.589723e+04	1.659075e-10	1.845682e-02	936.8875	30.34	300.000
339.211	0.000	430.2497	10000.00	1.854258e+03	-9.595472e+04	1.658027e-10	1.932430e-02	936.2955	30.44	300.000
340.211	0.000	430.2427	10000.00	1.791674e+03	-9.586750e+04	1.659576e-10	1.868907e-02	937.1699	30.38	300.000
341.212	0.000	430.2361	10000.00	1.863900e+03	-9.587163e+04	1.659457e-10	1.944162e-02	937.1027	30.51	300.000
342.212	0.000	430.2292	10000.00	1.834440e+03	-9.593213e+04	1.658430e-10	1.912227e-02	936.5232	30.51	300.000
343.213	0.000	430.2227	10000.00	1.807235e+03	-9.588305e+04	1.659297e-10	1.884833e-02	937.0123	30.48	300.000
344.213	0.000	430.2153	10000.00	1.802051e+03	-9.591388e+04	1.658767e-10	1.878822e-02	936.7133	30.57	300.000
345.213	0.000	430.2088	10000.00	1.819629e+03	-9.596548e+04	1.657864e-10	1.896129e-02	936.2035	30.36	300.000
346.214	0.000	430.2029	10000.00	1.826436e+03	-9.590758e+04	1.658860e-10	1.904371e-02	936.7657	30.32	300.000
347.215	0.000	430.1961	10000.00	1.831544e+03	-9.595909e+04	1.657967e-10	1.908672e-02	936.2614	30.49	300.000
348.215	0.000	430.1890	10000.00	1.802682e+03	-9.592560e+04	1.658564e-10	1.879250e-02	936.5987	30.42	300.000
349.216	0.000	430.1825	10000.00	1.876311e+03	-9.596135e+04	1.657898e-10	1.955278e-02	936.2225	30.45	300.000
350.216	0.000	430.1760	10000.00	1.797634e+03	-9.592466e+04	1.658584e-10	1.874006e-02	936.6097	30.44	300.000
351.217	0.000	430.1696	10000.00	1.862359e+03	-9.590879e+04	1.658815e-10	1.941802e-02	936.7404	30.24	300.000
352.217	0.000	430.1628	10000.00	1.789875e+03	-9.593579e+04	1.658396e-10	1.865701e-02	936.5039	30.37	300.000
353.219	0.000	430.1562	10000.00	1.799368e+03	-9.596010e+04	1.657970e-10	1.875121e-02	936.2634	30.41	300.000
354.219	0.000	430.1497	10000.00	1.771316e+03	-9.592688e+04	1.658562e-10	1.846527e-02	936.5976	30.31	300.000
355.219	0.000	430.1425	10000.00	1.831022e+03	-9.592437e+04	1.658567e-10	1.908818e-02	936.6002	30.45	300.000
356.219	0.000	430.1360	10000.00	1.811159e+03	-9.588076e+04	1.659334e-10	1.888970e-02	937.0332	30.32	300.000
357.220	0.000	430.1297	10000.00	1.825219e+03	-9.588419e+04	1.659265e-10	1.903566e-02	936.9945	30.33	300.000
358.221	0.000	430.1231	10000.00	1.784833e+03	-9.594206e+04	1.658291e-10	1.860324e-02	936.4446	30.37	300.000
359.221	0.000	430.1162	10000.00	1.827919e+03	-9.594984e+04	1.658129e-10	1.905078e-02	936.3529	30.23	300.000
360.222	0.000	430.1101	10000.00	1.828515e+03	-9.590173e+04	1.658960e-10	1.906655e-02	936.8221	30.20	300.000
361.223	0.000	430.1032	10000.00	1.818434e+03	-9.592344e+04	1.658591e-10	1.895714e-02	936.6139	30.42	300.000
362.223	0.000	430.0967	10000.00	1.861674e+03	-9.592622e+04	1.658514e-10	1.940735e-02	936.5706	30.21	300.000
363.224	0.000	430.0899	10000.00	1.800922e+03	-9.599268e+04	1.657407e-10	1.876103e-02	935.9453	30.20	300.000
364.224	0.000	430.0836	10000.00	1.829289e+03	-9.590732e+04	1.658863e-10	1.907351e-02	936.7672	30.29	300.000
365.224	0.000	430.0768	10000.00	1.793653e+03	-9.594487e+04	1.658237e-10	1.869462e-02	936.4140	30.39	300.000
366.224	0.000	430.0699	10000.00	1.837691e+03	-9.589938e+04	1.658994e-10	1.916270e-02	936.8416	30.42	300.000
367.225	0.000	430.0624	10000.00	1.785046e+03	-9.591542e+04	1.658751e-10	1.861063e-02	936.7044	30.42	300.000
368.226	0.000	430.0556	10000.00	1.817536e+03	-9.594361e+04	1.658243e-10	1.894379e-02	936.4175	30.14	300.000
369.226	0.000	430.0495	10000.00	1.809117e+03	-9.600525e+04	1.657185e-10	1.884394e-02	935.8198	30.27	300.000
370.227	0.000	430.0426	10000.00	1.818261e+03	-9.591084e+04	1.658809e-10	1.895783e-02	936.7370	30.20	300.000
371.227	0.000	430.0360	10000.00	1.812429e+03	-9.590911e+04	1.658843e-10	1.889736e-02	936.7560	30.27	300.000
372.227	0.000	430.0297	10000.00	1.859385e+03	-9.590197e+04	1.658935e-10	1.938839e-02	936.8081	30.22	300.000
373.228	0.000	430.0232	10000.00	1.820265e+03	-9.597396e+04	1.657717e-10	1.896624e-02	936.1206	30.10	300.000
374.228	0.000	430.0164	10000.00	1.839718e+03	-9.596824e+04	1.657803e-10	1.917007e-02	936.1691	30.18	300.000
375.229	0.000	430.0100	10000.00	1.807688e+03	-9.595180e+04	1.658108e-10	1.883954e-02	936.3413	30.20	300.000
376.230	0.000	430.0034	10000.00	1.763409e+03	-9.592357e+04	1.658624e-10	1.838348e-02	936.6327	30.20	300.000
377.230	0.000	429.9968	10000.00	1.785554e+03	-9.597770e+04	1.657675e-10	1.860384e-02	936.0968	30.10	300.000
378.231	0.000	429.9899	10000.00	1.807620e+03	-9.594353e+04	1.658251e-10	1.884046e-02	936.4219	30.02	300.000
379.232	0.000	429.9842	10000.00	1.788169e+03	-9.600892e+04	1.657135e-10	1.862503e-02	935.7917	29.94	300.000
380.233	0.000	429.9781	10000.00	1.850534e+03	-9.598420e+04	1.657521e-10	1.927957e-02	936.0095	30.17	300.000
381.233	0.000	429.9713	10000.00	1.834660e+03	-9.600835e+04	1.657115e-10	1.910938e-02	935.7802	30.22	300.000
382.233	0.000	429.9639	10000.00	1.830795e+03	-9.603165e+04	1.656715e-10	1.906450e-02	935.5547	30.25	300.000
383.234	0.000	429.9570	10000.00	1.798361e+03	-9.602437e+04	1.656862e-10	1.872817e-02	935.6375	30.26	300.000
384.234	0.000	429.9502	10000.00	1.817922e+03	-9.601293e+04	1.657047e-10	1.893414e-02	935.7418	30.28	300.000
385.235	0.000	429.9433	10000.00	1.814014e+03	-9.596538e+04	1.657870e-10	1.890280e-02	936.2065	30.44	300.000
386.235	0.000	429.9355	10000.00	1.865340e+03	-9.599717e+04	1.657287e-10	1.943120e-02	935.8776	30.22	300.000
387.236	0.000	429.9291	10000.00	1.793224e+03	-9.600470e+04	1.657205e-10	1.867850e-02	935.8310	30.20	300.000
388.237	0.000	429.9226	10000.00	1.814458e+03	-9.600869e+04	1.657122e-10	1.889889e-02	935.7843	30.19	300.000
389.238	0.000	429.9156	10000.00	1.822225e+03	-9.600791e+04	1.657130e-10	1.897995e-02	935.7891	30.17	300.000
390.238	0.000	429.9090	10000.00	1.867877e+03	-9.601615e+04	1.656958e-10	1.945378e-02	935.6917	30.23	300.000
391.246	0.000	429.9023	10000.00	1.807103e+03	-9.602841e+04	1.656787e-10	1.881842e-02	935.5950	30.27	300.000
392.247	0.000	429.8954	10000.00	1.868356e+03	-9.601745e+04	1.656935e-10	1.945850e-02	935.6789	30.38	300.000
393.247	0.000	429.8877	10000.00	1.822948e+03	-9.599419e+04	1.657367e-10	1.899019e-02	935.9225	30.36	300.000
