Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.472	0.000	404.937	20.000	-6366756.000	-59204770.000
2.856	0.000	404.937	21.363	4132781.000	-47781610.000
4.162	0.000	404.937	22.819	3656276.000	-44742950.000
5.384	0.000	404.937	24.375	3360294.000	-42098390.000
6.531	0.000	404.937	26.036	2987364.000	-39425600.000
7.611	0.000	404.937	27.811	2675310.000	-37040290.000
8.625	0.000	404.937	29.707	2444542.000	-34753110.000
9.579	0.000	404.937	31.732	2207793.000	-32591790.000
10.478	0.000	404.937	33.895	2095198.000	-30503490.000
11.326	0.000	404.937	36.205	1862721.000	-28722810.000
12.129	0.000	404.936	38.673	1722715.000	-26955040.000
13.073	0.000	404.936	41.309	1519805.000	-25223800.000
13.962	0.000	404.936	44.125	1290938.000	-23647780.000
14.802	0.000	404.935	47.133	1133320.000	-22192090.000
15.589	0.000	404.935	50.346	1011009.000	-20736530.000
16.333	0.000	404.935	53.777	932042.200	-19507440.000
17.032	0.000	404.935	57.443	896065.300	-18321290.000
17.713	0.000	404.935	61.359	884858.900	-17177570.000
18.334	0.000	404.935	65.541	789922.900	-16118860.000
18.920	0.000	404.935	70.009	722479.100	-15105220.000
19.475	0.000	404.935	74.781	659989.100	-14168290.000
19.998	0.000	404.935	79.878	587492.700	-13266540.000
20.493	0.000	404.935	85.323	541752.600	-12440880.000
20.960	0.000	404.936	91.139	497388.100	-11658520.000
21.402	0.000	404.936	97.352	441786.100	-10944970.000
21.820	0.000	404.936	103.987	409592.200	-10262760.000
22.213	0.000	404.936	111.076	370151.000	-9608713.000
22.596	0.000	404.936	118.647	340602.300	-9009877.000
22.949	0.000	404.936	126.735	314017.700	-8442182.000
23.298	0.000	404.936	135.373	286764.900	-7917088.000
23.624	0.000	404.935	144.601	265707.600	-7410214.000
23.966	0.000	404.935	154.458	246949.700	-6958779.000
24.297	0.000	404.935	164.986	218709.100	-6518293.000
24.592	0.000	404.935	176.232	202559.600	-6109444.000
24.896	0.000	404.935	188.245	186272.400	-5728295.000
25.182	0.000	404.935	201.077	167860.000	-5364451.000
25.471	0.000	404.935	214.783	153524.600	-5030385.000
25.729	0.000	404.935	229.423	141728.700	-4712253.000
25.983	0.000	404.935	245.062	129926.000	-4415394.000
26.268	0.000	404.935	261.766	120507.900	-4137627.000
26.578	0.000	404.935	279.609	109384.300	-3879320.000
26.875	0.000	404.935	298.669	100080.900	-3633934.000
27.174	0.000	404.935	319.027	92277.890	-3406581.000
27.476	0.000	404.935	340.773	84932.350	-3191515.000
27.710	0.000	404.935	364.002	78120.320	-2990348.000
27.985	0.000	404.935	388.814	72248.860	-2802324.000
28.217	0.000	404.935	415.317	66225.450	-2625771.000
28.465	0.000	404.935	443.627	60549.910	-2460877.000
28.689	0.000	404.935	473.866	56227.490	-2304785.000
28.954	0.000	404.935	506.167	51113.040	-2160637.000
29.149	0.000	404.935	540.670	48183.080	-2024654.000
29.422	0.000	404.935	577.524	44031.260	-1897011.000
29.663	0.000	404.935	616.890	40890.710	-1777300.000
29.932	0.000	404.936	658.940	37475.130	-1665199.000
30.136	0.000	404.936	703.857	34654.080	-1560348.000
30.356	0.000	404.936	751.834	32197.230	-1461980.000
30.608	0.000	404.936	803.083	30100.910	-1369585.000
30.809	0.000	404.936	857.824	27409.570	-1283047.000
31.017	0.000	404.936	916.297	25448.880	-1202246.000
31.182	0.000	404.936	978.756	23479.550	-1126399.000
31.709	0.000	404.936	1045.472	21748.930	-1055737.000
32.194	0.000	404.936	1116.736	19906.890	-989340.700
32.655	0.000	404.936	1192.857	18408.760	-926672.100
33.091	0.000	404.937	1274.167	17144.070	-868094.000
33.501	0.000	404.937	1361.020	15794.120	-813276.100
33.916	0.000	404.937	1453.793	14816.930	-762096.200
34.304	0.000	404.937	1552.890	13612.710	-713752.400
34.709	0.000	404.938	1658.741	12616.580	-668728.000
35.095	0.000	404.938	1771.808	11672.460	-626457.200
35.432	0.000	404.938	1892.582	10871.640	-586984.300
35.800	0.000	404.938	2021.589	9968.339	-549900.800
36.152	0.000	404.938	2159.389	9268.706	-515170.700
36.473	0.000	404.938	2306.582	8661.105	-482643.700
36.779	0.000	404.938	2463.808	8057.917	-452107.400
37.146	0.000	404.938	2631.752	7441.891	-423636.300
37.419	0.000	404.939	2811.143	6944.695	-396833.300
37.727	0.000	404.939	3002.763	6523.770	-371803.100
38.005	0.000	404.939	3207.444	5997.496	-348253.100
38.294	0.000	404.939	3426.077	5594.039	-326110.600
38.566	0.000	404.939	3659.613	5193.665	-305502.300
38.833	0.000	404.939	3909.068	4803.293	-286208.500
39.246	0.000	404.938	4175.526	4497.499	-268092.700
39.623	0.000	404.939	4460.148	4184.046	-251184.600
39.994	0.000	404.939	4764.171	3881.630	-235332.200
40.293	0.000	404.939	5088.917	3606.985	-220464.200
40.619	0.000	404.939	5435.799	3333.294	-206551.900
40.941	0.000	404.939	5806.326	3102.768	-193442.900
41.215	0.000	404.939	6202.110	2905.360	-181241.100
41.457	0.000	404.939	6624.872	2723.704	-169733.100
41.771	0.000	404.939	7076.452	2533.843	-158970.000
42.025	0.000	404.939	7558.813	2402.774	-149025.700
