Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.473	0.000	379.931	20.000	2636845.000	-45508620.000
2.856	0.000	379.931	21.363	2084401.000	-53172550.000
4.156	0.000	379.931	22.819	1941667.000	-49777440.000
5.375	0.000	379.931	24.375	1692339.000	-46739530.000
6.523	0.000	379.931	26.036	1587110.000	-43722240.000
7.603	0.000	379.931	27.811	1370438.000	-40891320.000
8.624	0.000	379.931	29.707	1291031.000	-38306040.000
9.576	0.000	379.932	31.732	1185897.000	-35836160.000
10.475	0.000	379.931	33.895	1145679.000	-33709450.000
11.323	0.000	379.931	36.205	924734.900	-31509240.000
12.129	0.000	379.930	38.673	839697.300	-29530280.000
13.071	0.000	379.929	41.309	793687.700	-27714640.000
13.977	0.000	379.929	44.125	649587.700	-25925370.000
14.836	0.000	379.929	47.133	539290.800	-24314720.000
15.623	0.000	379.929	50.346	379289.700	-22702380.000
16.364	0.000	379.929	53.777	459735.700	-21340100.000
17.061	0.000	379.929	57.443	498111.800	-20040740.000
17.719	0.000	379.929	61.359	481499.900	-18793870.000
18.339	0.000	379.929	65.541	432808.200	-17580080.000
18.932	0.000	379.929	70.009	416805.600	-16469710.000
19.487	0.000	379.930	74.781	396631.600	-15443330.000
20.011	0.000	379.930	79.878	350121.200	-14465250.000
20.505	0.000	379.930	85.323	323971.900	-13569670.000
20.972	0.000	379.930	91.139	286320.900	-12698080.000
21.412	0.000	379.931	97.352	283978.300	-11897560.000
21.828	0.000	379.931	103.987	257590.500	-11135360.000
22.221	0.000	379.931	111.076	237801.500	-10444250.000
22.594	0.000	379.931	118.647	212714.400	-9782804.000
22.966	0.000	379.931	126.735	201335.500	-9168306.000
23.317	0.000	379.931	135.373	185232.300	-8591784.000
23.663	0.000	379.931	144.601	167524.400	-8053708.000
24.021	0.000	379.931	154.458	151259.600	-7543840.000
24.340	0.000	379.931	164.986	148770.800	-7062973.000
24.635	0.000	379.931	176.232	136804.100	-6619526.000
24.957	0.000	379.931	188.245	123661.900	-6200819.000
25.271	0.000	379.931	201.077	116869.600	-5810917.000
25.549	0.000	379.931	214.783	107423.500	-5441558.000
25.842	0.000	379.931	229.423	101310.100	-5098936.000
26.143	0.000	379.931	245.062	94968.350	-4776723.000
26.430	0.000	379.931	261.766	86293.660	-4473287.000
26.735	0.000	379.931	279.609	78541.560	-4191557.000
27.026	0.000	379.931	298.669	72993.990	-3926813.000
27.303	0.000	379.931	319.027	68961.530	-3678634.000
27.598	0.000	379.931	340.773	63365.720	-3446393.000
27.829	0.000	379.931	364.002	59060.970	-3228687.000
28.124	0.000	379.931	388.814	54149.620	-3026144.000
28.391	0.000	379.931	415.317	50980.820	-2833731.000
28.610	0.000	379.931	443.627	46940.690	-2654664.000
28.866	0.000	379.931	473.866	44018.870	-2486370.000
