Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.474	0.000	394.937	20.000	13795030.000	-47896740.000
2.858	0.000	394.937	21.363	2944565.000	-50567860.000
4.158	0.000	394.937	22.819	2696391.000	-47522150.000
5.384	0.000	394.937	24.375	2513771.000	-44462620.000
6.544	0.000	394.937	26.036	2224610.000	-41764750.000
7.622	0.000	394.937	27.811	2033992.000	-39137540.000
8.636	0.000	394.937	29.707	1848430.000	-36707360.000
9.590	0.000	394.938	31.732	1667714.000	-34458460.000
10.512	0.000	394.937	33.895	1494733.000	-32276800.000
11.367	0.000	394.937	36.205	1394001.000	-30144870.000
12.195	0.000	394.937	38.673	1327292.000	-28268740.000
13.178	0.000	394.936	41.309	1114162.000	-26581650.000
14.067	0.000	394.936	44.125	923054.200	-24879420.000
14.904	0.000	394.936	47.133	773279.200	-23316250.000
15.711	0.000	394.935	50.346	685035.800	-21777340.000
16.507	0.000	394.935	53.777	695240.300	-20500660.000
17.219	0.000	394.935	57.443	698544.400	-19201930.000
17.883	0.000	394.935	61.359	654800.300	-18043430.000
18.512	0.000	394.935	65.541	576575.200	-16879010.000
19.114	0.000	394.935	70.009	561167.100	-15827640.000
19.703	0.000	394.935	74.781	488544.100	-14833490.000
20.225	0.000	394.935	79.878	465540.900	-13903520.000
20.720	0.000	394.935	85.323	419351.000	-13019530.000
21.187	0.000	394.935	91.139	387449.100	-12210690.000
21.630	0.000	394.935	97.352	339887.300	-11436280.000
22.076	0.000	394.935	103.987	307710.700	-10726880.000
22.472	0.000	394.935	111.076	296591.200	-10049960.000
22.848	0.000	394.935	118.647	270639.300	-9420515.000
23.219	0.000	394.935	126.735	246115.900	-8827915.000
23.554	0.000	394.935	135.373	231083.100	-8274563.000
23.891	0.000	394.935	144.601	199436.300	-7751981.000
24.239	0.000	394.935	154.458	196257.500	-7257215.000
24.574	0.000	394.935	164.986	177035.700	-6808394.000
24.874	0.000	394.935	176.232	164945.600	-6374919.000
25.201	0.000	394.935	188.245	150569.100	-5976029.000
25.536	0.000	394.935	201.077	140045.700	-5599194.000
25.839	0.000	394.935	214.783	128844.500	-5245055.000
26.129	0.000	394.935	229.423	116811.400	-4915444.000
26.387	0.000	394.935	245.062	110731.600	-4606438.000
26.675	0.000	394.935	261.766	100353.100	-4315993.000
26.989	0.000	394.935	279.609	91551.020	-4041415.000
27.266	0.000	394.935	298.669	85313.980	-3786445.000
