Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.471	0.000	399.934	20.000	4774366.000	-68830880.000
2.852	0.000	399.933	21.363	3522909.000	-49340280.000
4.159	0.000	399.933	22.819	3120838.000	-46397930.000
5.391	0.000	399.933	24.375	2812919.000	-43416170.000
6.534	0.000	399.933	26.036	2590981.000	-40692260.000
7.612	0.000	399.932	27.811	2352123.000	-38264270.000
8.640	0.000	399.931	29.707	2093186.000	-35709320.000
9.622	0.000	399.931	31.732	1864311.000	-33524940.000
10.521	0.000	399.931	33.895	1776952.000	-31438990.000
11.382	0.000	399.932	36.205	1638151.000	-29476870.000
12.182	0.000	399.932	38.673	1422909.000	-27604150.000
13.141	0.000	399.931	41.309	1306275.000	-25947140.000
14.047	0.000	399.932	44.125	1068058.000	-24308000.000
14.912	0.000	399.932	47.133	936241.600	-22796500.000
15.696	0.000	399.933	50.346	759410.600	-21314740.000
16.433	0.000	399.933	53.777	826604.800	-20042530.000
17.139	0.000	399.934	57.443	802055.500	-18828840.000
17.797	0.000	399.935	61.359	746529.600	-17671470.000
18.438	0.000	399.936	65.541	684804.500	-16532290.000
19.023	0.000	399.936	70.009	606920.800	-15494610.000
19.576	0.000	399.937	74.781	565467.900	-14525930.000
20.135	0.000	399.937	79.878	513572.900	-13609170.000
20.656	0.000	399.937	85.323	471072.500	-12757930.000
21.123	0.000	399.937	91.139	431031.100	-11960350.000
21.571	0.000	399.937	97.352	397485.300	-11224490.000
21.987	0.000	399.937	103.987	368392.000	-10512770.000
22.382	0.000	399.937	111.076	327618.800	-9857177.000
22.754	0.000	399.937	118.647	301345.700	-9237638.000
23.113	0.000	399.937	126.735	277277.400	-8661019.000
23.457	0.000	399.937	135.373	255098.500	-8111909.000
23.813	0.000	399.937	144.601	237929.600	-7603447.000
24.134	0.000	399.937	154.458	212234.700	-7132986.000
24.484	0.000	399.937	164.986	193808.200	-6675965.000
24.800	0.000	399.937	176.232	178547.500	-6257095.000
25.090	0.000	399.937	188.245	164314.100	-5864062.000
25.401	0.000	399.937	201.077	152660.200	-5495005.000
25.698	0.000	399.938	214.783	138465.900	-5147255.000
25.993	0.000	399.938	229.423	128797.000	-4824017.000
26.259	0.000	399.938	245.062	115356.300	-4520178.000
26.555	0.000	399.938	261.766	107530.700	-4233805.000
26.852	0.000	399.937	279.609	99036.710	-3969340.000
27.114	0.000	399.937	298.669	90936.960	-3719023.000
27.414	0.000	399.937	319.027	84517.390	-3485605.000
27.719	0.000	399.937	340.773	78111.600	-3265217.000
28.030	0.000	399.936	364.002	71568.920	-3060199.000
28.331	0.000	399.936	388.814	66127.810	-2866873.000
28.553	0.000	399.936	415.317	60889.420	-2685523.000
28.786	0.000	399.936	443.627	55756.730	-2516269.000
29.012	0.000	399.936	473.866	51873.080	-2358499.000
29.277	0.000	399.936	506.167	47951.390	-2209583.000
29.519	0.000	399.935	540.670	44392.920	-2069972.000
29.718	0.000	399.935	577.524	41068.450	-1939439.000
29.969	0.000	399.935	616.890	37584.920	-1816755.000
30.193	0.000	399.935	658.940	35033.420	-1702417.000
30.381	0.000	399.935	703.857	32151.750	-1594949.000
30.613	0.000	399.935	751.834	30349.760	-1493926.000
30.844	0.000	399.935	803.083	27901.170	-1400518.000
31.040	0.000	399.935	857.824	25626.340	-1311834.000
31.261	0.000	399.935	916.297	23703.760	-1229215.000
31.519	0.000	399.935	978.756	22285.900	-1151482.000
32.055	0.000	399.935	1045.472	20269.980	-1078713.000
32.557	0.000	399.935	1116.736	18971.980	-1010627.000
33.017	0.000	399.935	1192.857	17541.860	-946724.000
33.484	0.000	399.935	1274.167	16253.130	-886800.200
33.894	0.000	399.936	1361.020	15075.950	-830950.800
34.318	0.000	399.936	1453.793	14011.090	-778496.300
34.703	0.000	399.936	1552.890	13003.580	-729279.900
35.082	0.000	399.937	1658.741	11999.260	-683336.600
35.453	0.000	399.937	1771.808	11208.580	-640074.900
35.827	0.000	399.937	1892.582	10438.820	-599605.000
36.179	0.000	399.937	2021.589	9578.785	-561724.000
36.545	0.000	399.937	2159.389	8877.594	-526278.700
36.865	0.000	399.937	2306.582	8282.046	-493063.600
37.187	0.000	399.938	2463.808	7764.856	-461872.800
37.534	0.000	399.938	2631.752	7211.877	-432635.600
37.829	0.000	399.938	2811.143	6703.020	-405273.000
38.178	0.000	399.938	3002.763	6196.225	-379647.100
38.449	0.000	399.938	3207.444	5840.827	-355732.000
38.743	0.000	399.939	3426.077	5449.981	-333126.700
38.997	0.000	399.939	3659.613	5051.902	-312077.100
39.241	0.000	399.939	3909.068	4731.998	-292350.200
39.592	0.000	399.939	4175.526	4381.799	-273878.900
39.899	0.000	399.939	4460.148	4086.731	-256652.600
40.239	0.000	399.939	4764.171	3817.413	-240344.400
40.630	0.000	399.939	5088.917	3621.561	-225213.300
40.932	0.000	399.939	5435.799	3351.211	-210909.600
41.268	0.000	399.939	5806.326	3147.888	-197546.100
41.546	0.000	399.940	6202.110	2898.307	-185069.200
41.834	0.000	399.940	6624.872	2688.682	-173408.400
42.094	0.000	399.940	7076.452	2487.171	-162408.700
42.390	0.000	399.941	7558.813	2379.649	-152117.900
42.691	0.000	399.941	8074.054	2190.573	-142471.700
42.966	0.000	399.941	8624.416	2031.054	-133523.600
43.227	0.000	399.941	9212.292	1877.870	-125085.000
43.489	0.000	399.941	9840.241	1770.124	-117147.800
43.838	0.000	399.941	10510.994	1668.730	-109727.300
44.082	0.000	399.941	11227.468	1583.255	-102788.100
44.364	0.000	399.941	11992.780	1494.689	-96269.240
44.708	0.000	399.940	12810.259	1399.022	-90225.100
44.990	0.000	399.940	13683.461	1309.724	-84505.940
45.235	0.000	399.940	14616.184	1222.827	-79150.340
45.516	0.000	399.941	15612.485	1142.850	-74168.860
45.807	0.000	399.941	16676.698	1073.232	-69481.470
46.048	0.000	399.941	17813.453	1007.167	-65085.170
46.277	0.000	399.941	19027.694	953.367	-60967.910
46.557	0.000	399.941	20324.702	887.580	-57107.970
46.819	0.000	399.941	21710.121	855.369	-53507.350
47.055	0.000	399.941	23189.975	786.838	-50120.170
47.338	0.000	399.941	24770.702	733.474	-46937.390
47.628	0.000	399.941	26459.178	695.109	-43978.800
47.867	0.000	399.941	28262.749	648.482	-41186.140
48.134	0.000	399.941	30189.258	613.545	-38592.870
48.367	0.000	399.941	32247.086	573.210	-36151.740
48.746	0.000	399.941	34445.185	540.487	-33865.740
48.998	0.000	399.941	36793.115	510.942	-31720.990
49.277	0.000	399.941	39301.090	481.571	-29712.040
49.682	0.000	399.941	41980.020	456.412	-27835.160
50.097	0.000	399.941	44841.556	431.103	-26077.560
50.459	0.000	399.941	47898.147	401.502	-24432.070
50.895	0.000	399.941	51163.089	382.803	-22884.800
51.257	0.000	399.941	54650.583	363.468	-21424.160
51.656	0.000	399.941	58375.799	334.526	-20079.230
51.937	0.000	399.941	62354.942	346.065	-18823.210
52.367	0.000	399.941	66605.320	304.532	-17625.120
52.677	0.000	399.941	71145.421	285.054	-16511.720
52.954	0.000	399.940	75994.996	264.605	-15463.060
53.244	0.000	399.940	81175.138	254.416	-14485.860
53.550	0.000	399.940	86708.381	234.800	-13572.110
53.853	0.000	399.940	92618.793	230.351	-12713.060
54.106	0.000	399.940	98932.084	217.405	-11911.400
54.425	0.000	399.940	105675.715	214.182	-11165.190
54.698	0.000	399.940	112879.022	199.711	-10468.310
54.961	0.000	399.940	120573.336	174.287	-9803.847
55.307	0.000	399.940	128792.127	150.747	-9175.565
55.589	0.000	399.940	137571.146	163.223	-8591.066
55.949	0.000	399.940	146948.581	156.807	-8047.418
56.240	0.000	399.940	156965.221	150.206	-7538.251
56.509	0.000	399.940	167664.638	138.878	-7062.108
56.809	0.000	399.940	179093.373	132.812	-6615.346
57.148	0.000	399.941	191301.139	122.672	-6194.506
57.457	0.000	399.941	204341.039	120.796	-5804.545
57.741	0.000	399.941	218269.793	116.172	-5436.457
58.020	0.000	399.942	233147.990	109.901	-5098.625
58.330	0.000	399.942	249040.349	106.352	-4768.751
58.667	0.000	399.942	266015.998	101.616	-4466.177
58.971	0.000	399.942	284148.780	99.614	-4185.760
59.284	0.000	399.942	303517.570	93.069	-3919.262
59.701	0.000	399.942	324206.618	89.158	-3670.316
59.980	0.000	399.943	346305.920	83.588	-3434.852
60.296	0.000	399.943	369911.605	83.344	-3217.679
60.540	0.000	399.943	395126.353	79.813	-3013.798
60.832	0.000	399.943	422059.846	77.311	-2820.502
61.161	0.000	399.943	450829.241	74.352	-2640.272
61.449	0.000	399.942	481559.679	73.716	-2475.030
61.760	0.000	399.942	514384.835	69.295	-2315.608
62.051	0.000	399.942	549447.493	68.223	-2165.257
62.313	0.000	399.941	586900.171	66.954	-2027.670
62.586	0.000	399.941	626905.783	66.677	-1899.477
62.904	0.000	399.940	669638.348	72.889	-1773.331
63.171	0.000	399.940	715283.746	66.426	-1669.269
63.467	0.000	399.940	764040.529	59.883	-1562.224
63.729	0.000	399.940	816120.781	57.990	-1458.380
64.035	0.000	399.939	871751.044	57.342	-1365.627
64.283	0.000	399.939	931173.304	55.904	-1276.277
64.584	0.000	399.939	994646.037	54.212	-1190.365
64.836	0.000	399.939	1062445.341	16.239	-1108.268
65.114	0.000	399.938	1134866.134	9.128	-1039.507
65.502	0.000	399.938	1212223.437	13.297	-966.949
65.791	0.000	399.938	1294853.743	11.981	-906.874
66.175	0.000	399.938	1383116.481	13.968	-846.985
66.581	0.000	399.937	1477395.584	8.595	-795.525
67.017	0.000	399.937	1578101.150	7.448	-742.360
67.355	0.000	399.937	1685671.237	6.538	-691.977
67.650	0.000	399.937	1800573.758	3.058	-643.467
