Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
2.574	0.000	375.003	20.000	1475428.000	-70581150.000
3.956	0.000	375.003	21.363	1265634.000	-67044470.000
5.250	0.000	375.003	22.819	1097005.000	-62402830.000
6.469	0.000	375.003	24.375	1091020.000	-58556420.000
7.616	0.000	375.004	26.036	864383.600	-54825740.000
8.693	0.000	375.004	27.811	840682.800	-51497930.000
9.707	0.000	375.003	29.707	803031.200	-48157690.000
10.660	0.000	375.004	31.732	647085.700	-45084770.000
11.575	0.000	375.004	33.895	821662.200	-42077780.000
12.420	0.000	375.004	36.205	522444.400	-39362280.000
13.222	0.000	375.005	38.673	469930.800	-37030060.000
14.163	0.000	375.005	41.309	456675.700	-34616270.000
15.056	0.000	375.005	44.125	272373.000	-32386480.000
15.890	0.000	375.006	47.133	152101.100	-30350740.000
16.696	0.000	375.006	50.346	121661.800	-28269430.000
17.451	0.000	375.006	53.777	227366.400	-26601940.000
18.158	0.000	375.006	57.443	268185.200	-24991820.000
18.816	0.000	375.006	61.359	279311.400	-23420730.000
19.436	0.000	375.006	65.541	302274.400	-21912130.000
20.024	0.000	375.006	70.009	270737.400	-20513360.000
20.576	0.000	375.007	74.781	249650.600	-19215690.000
21.120	0.000	375.007	79.878	223227.200	-18017130.000
21.651	0.000	375.007	85.323	221566.900	-16875570.000
22.191	0.000	375.007	91.139	211827.100	-15807890.000
22.691	0.000	375.007	97.352	184032.200	-14783640.000
23.211	0.000	375.007	103.987	167180.000	-13864730.000
23.722	0.000	375.007	111.076	165248.300	-12979350.000
24.181	0.000	375.007	118.647	150890.700	-12151730.000
24.547	0.000	375.007	126.735	136918.500	-11391740.000
24.917	0.000	375.007	135.373	129420.200	-10673660.000
25.321	0.000	375.007	144.601	118738.900	-9999162.000
25.790	0.000	375.007	154.458	120116.300	-9363290.000
26.263	0.000	375.007	164.986	104445.800	-8760212.000
26.631	0.000	375.007	176.232	97860.800	-8209728.000
27.023	0.000	375.007	188.245	91740.650	-7692240.000
27.439	0.000	375.007	201.077	86181.370	-7197807.000
27.861	0.000	375.007	214.783	78452.080	-6743897.000
28.246	0.000	375.007	229.423	71189.920	-6319429.000
28.568	0.000	375.007	245.062	71702.490	-5918770.000
28.851	0.000	375.007	261.766	64260.500	-5537926.000
29.220	0.000	375.008	279.609	60037.070	-5189050.000
29.491	0.000	375.008	298.669	58267.340	-4860302.000
29.836	0.000	375.008	319.027	53214.940	-4552625.000
30.118	0.000	375.008	340.773	49791.100	-4264205.000
30.440	0.000	375.008	364.002	45454.010	-3993786.000
30.686	0.000	375.008	388.814	43472.830	-3741332.000
30.933	0.000	375.008	415.317	39071.980	-3504065.000
31.354	0.000	375.008	443.627	37875.370	-3282378.000
31.662	0.000	375.008	473.866	35209.550	-3072509.000
31.993	0.000	375.008	506.167	33895.740	-2879322.000
32.266	0.000	375.008	540.670	30648.230	-2695827.000
32.509	0.000	375.008	577.524	28301.890	-2524776.000
32.808	0.000	375.008	616.890	27980.990	-2365791.000
33.042	0.000	375.008	658.940	25781.840	-2216076.000
33.244	0.000	375.008	703.857	23836.850	-2074707.000
33.575	0.000	375.008	751.834	22189.240	-1943631.000
33.834	0.000	375.008	803.083	20697.730	-1820518.000
34.100	0.000	375.008	857.824	20208.920	-1704833.000
34.365	0.000	375.009	916.297	18886.380	-1597042.000
34.624	0.000	375.009	978.756	17540.030	-1495749.000
35.237	0.000	375.009	1045.472	16862.980	-1400852.000
35.932	0.000	375.009	1116.736	15497.240	-1312669.000
36.449	0.000	375.009	1192.857	14542.970	-1229437.000
36.981	0.000	375.009	1274.167	13698.740	-1151294.000
37.550	0.000	375.009	1361.020	12992.690	-1078420.000
38.158	0.000	375.008	1453.793	12100.930	-1010233.000
38.549	0.000	375.008	1552.890	11411.650	-946156.700
38.932	0.000	375.008	1658.741	10617.890	-886352.300
39.375	0.000	375.008	1771.808	10095.360	-829995.600
39.851	0.000	375.007	1892.582	9482.502	-777342.200
40.198	0.000	375.007	2021.589	8931.269	-728235.000
40.570	0.000	375.007	2159.389	8381.562	-682043.400
40.889	0.000	375.007	2306.582	7876.537	-638777.000
41.196	0.000	375.007	2463.808	7489.790	-598399.800
41.572	0.000	375.007	2631.752	6924.714	-560549.300
41.956	0.000	375.007	2811.143	6584.288	-525001.400
42.421	0.000	375.007	3002.763	6159.192	-491782.000
42.744	0.000	375.007	3207.444	5838.597	-460643.300
43.038	0.000	375.007	3426.077	5433.745	-431484.300
43.336	0.000	375.007	3659.613	5130.451	-404104.300
43.707	0.000	375.007	3909.068	4801.436	-378557.500
44.085	0.000	375.007	4175.526	4601.171	-354531.400
44.505	0.000	375.007	4460.148	4347.886	-332100.500
44.864	0.000	375.007	4764.171	4040.053	-311084.900
45.354	0.000	375.007	5088.917	3829.178	-291475.000
45.678	0.000	375.006	5435.799	3559.208	-272904.300
46.246	0.000	375.006	5806.326	3404.756	-255702.000
46.508	0.000	375.005	6202.110	3193.940	-239372.900
46.745	0.000	375.005	6624.872	2985.162	-224326.200
47.171	0.000	375.005	7076.452	2767.115	-210122.700
47.428	0.000	375.005	7558.813	2674.211	-196824.000
47.894	0.000	375.005	8074.054	2550.380	-184392.000
48.265	0.000	375.005	8624.416	2348.913	-172748.900
48.695	0.000	375.005	9212.292	2233.111	-161796.300
49.070	0.000	375.005	9840.241	2116.522	-151532.900
49.314	0.000	375.005	10510.994	1977.698	-141958.400
49.676	0.000	375.005	11227.468	1881.893	-132947.300
49.928	0.000	375.005	11992.780	1785.795	-124547.600
50.162	0.000	375.005	12810.259	1665.854	-116671.100
50.508	0.000	375.005	13683.461	1568.882	-109287.000
50.808	0.000	375.005	14616.184	1480.782	-102375.000
51.088	0.000	375.005	15612.485	1410.414	-95906.710
51.394	0.000	375.005	16676.698	1323.173	-89821.950
51.658	0.000	375.005	17813.453	1248.507	-84158.170
52.048	0.000	375.005	19027.694	1193.081	-78819.290
52.357	0.000	375.005	20324.702	1116.090	-73864.770
52.725	0.000	375.005	21710.121	1063.066	-69188.090
53.101	0.000	375.005	23189.975	998.900	-64806.280
53.503	0.000	375.005	24770.702	945.961	-60698.900
53.736	0.000	375.005	26459.178	898.310	-56862.590
54.085	0.000	375.005	28262.749	833.833	-53265.770
54.502	0.000	375.005	30189.258	819.475	-49861.590
54.758	0.000	375.005	32247.086	760.536	-46740.970
55.171	0.000	375.005	34445.185	708.806	-43783.970
55.533	0.000	375.004	36793.115	666.696	-41013.000
55.764	0.000	375.004	39301.090	639.669	-38413.060
56.224	0.000	375.004	41980.020	601.021	-35997.370
56.689	0.000	375.004	44841.556	572.864	-33720.020
57.151	0.000	375.004	47898.147	542.477	-31588.820
57.600	0.000	375.004	51163.089	510.325	-29594.470
57.998	0.000	375.004	54650.583	483.196	-27724.010
58.365	0.000	375.004	58375.799	450.940	-25976.110
58.661	0.000	375.003	62354.942	416.242	-24322.670
59.219	0.000	375.003	66605.320	409.648	-22801.820
59.576	0.000	375.003	71145.421	398.954	-21346.390
59.992	0.000	375.003	75994.996	365.158	-20000.390
60.306	0.000	375.003	81175.138	356.074	-18745.380
60.793	0.000	375.003	86708.381	324.597	-17560.710
61.053	0.000	375.003	92618.793	312.318	-16441.990
61.466	0.000	375.003	98932.084	296.511	-15410.850
