Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
2.574	0.000	435.050	20.000	854032.800	-60424920.000
3.962	0.000	435.049	21.363	1557355.000	-56659800.000
5.265	0.000	435.049	22.819	1317819.000	-53185160.000
6.506	0.000	435.048	24.375	1169291.000	-49901750.000
7.669	0.000	435.048	26.036	1096537.000	-46672650.000
8.753	0.000	435.048	27.811	927179.700	-43655880.000
9.773	0.000	435.049	29.707	893845.100	-40859660.000
10.732	0.000	435.048	31.732	858454.500	-38283230.000
11.636	0.000	435.048	33.895	680232.800	-35970770.000
12.489	0.000	435.048	36.205	728485.500	-33539260.000
13.307	0.000	435.048	38.673	555544.400	-31494570.000
14.257	0.000	435.048	41.309	548169.700	-29471490.000
15.157	0.000	435.048	44.125	415000.000	-27553200.000
16.008	0.000	435.048	47.133	286006.100	-25845580.000
16.809	0.000	435.048	50.346	230372.600	-24135900.000
17.566	0.000	435.048	53.777	312246.200	-22693460.000
18.278	0.000	435.048	57.443	331415.000	-21270960.000
18.948	0.000	435.048	61.359	339154.600	-19943990.000
19.575	0.000	435.048	65.541	323496.000	-18691960.000
20.169	0.000	435.048	70.009	306389.100	-17505710.000
20.738	0.000	435.048	74.781	275427.700	-16396810.000
21.267	0.000	435.048	79.878	281388.600	-15378860.000
21.767	0.000	435.048	85.323	244116.700	-14409240.000
22.248	0.000	435.048	91.139	229020.800	-13489660.000
22.693	0.000	435.048	97.352	199381.000	-12647880.000
23.117	0.000	435.048	103.987	186879.300	-11855280.000
23.525	0.000	435.048	111.076	179691.500	-11089590.000
23.915	0.000	435.048	118.647	172441.900	-10383290.000
24.282	0.000	435.048	126.735	161553.700	-9728369.000
24.628	0.000	435.048	135.373	149979.000	-9117258.000
24.958	0.000	435.048	144.601	142015.200	-8520524.000
25.295	0.000	435.048	154.458	139049.300	-8013467.000
25.606	0.000	435.048	164.986	118017.900	-7493775.000
25.897	0.000	435.048	176.232	113227.300	-7016638.000
26.206	0.000	435.048	188.245	103797.600	-6575273.000
26.527	0.000	435.048	201.077	99879.200	-6160424.000
26.825	0.000	435.048	214.783	90203.480	-5771456.000
27.067	0.000	435.048	229.423	84750.890	-5403375.000
27.378	0.000	435.048	245.062	81449.220	-5060589.000
27.699	0.000	435.048	261.766	73742.320	-4740541.000
27.993	0.000	435.048	279.609	68024.520	-4440921.000
28.275	0.000	435.048	298.669	64401.110	-4161095.000
