Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
2.572	0.000	390.049	20.000	504858.900	-70326360.000
3.955	0.000	390.048	21.363	1298789.000	-65645620.000
5.277	0.000	390.048	22.819	1250061.000	-61353110.000
6.496	0.000	390.048	24.375	971861.300	-57474690.000
7.641	0.000	390.048	26.036	963065.700	-53733560.000
8.719	0.000	390.048	27.811	787471.900	-50372080.000
9.731	0.000	390.047	29.707	701787.400	-47131460.000
10.709	0.000	390.046	31.732	658812.500	-44229610.000
11.606	0.000	390.046	33.895	483977.000	-41268670.000
12.452	0.000	390.045	36.205	746228.100	-38684210.000
13.247	0.000	390.045	38.673	419490.900	-36214080.000
14.192	0.000	390.044	41.309	463171.200	-33991280.000
15.076	0.000	390.044	44.125	254987.700	-31778110.000
15.909	0.000	390.043	47.133	153736.200	-29802270.000
16.695	0.000	390.043	50.346	134185.700	-27728000.000
17.435	0.000	390.043	53.777	178013.900	-26137570.000
18.131	0.000	390.044	57.443	310029.600	-24498950.000
18.789	0.000	390.044	61.359	326199.500	-22985940.000
19.465	0.000	390.045	65.541	273982.500	-21494600.000
20.060	0.000	390.045	70.009	238578.200	-20125180.000
20.672	0.000	390.046	74.781	215231.000	-18861410.000
21.205	0.000	390.046	79.878	240962.800	-17658690.000
21.752	0.000	390.046	85.323	222524.100	-16550640.000
22.219	0.000	390.046	91.139	182043.000	-15488940.000
22.678	0.000	390.047	97.352	198844.200	-14520960.000
23.157	0.000	390.047	103.987	178660.400	-13583870.000
23.561	0.000	390.047	111.076	158348.600	-12734890.000
24.073	0.000	390.047	118.647	147945.100	-11925180.000
24.446	0.000	390.047	126.735	136113.700	-11166380.000
24.872	0.000	390.047	135.373	121551.500	-10450260.000
25.230	0.000	390.047	144.601	138959.800	-9806608.000
25.565	0.000	390.047	154.458	111101.200	-9191209.000
25.982	0.000	390.048	164.986	105360.000	-8595455.000
26.325	0.000	390.048	176.232	97079.610	-8051981.000
26.685	0.000	390.048	188.245	89757.980	-7536623.000
26.953	0.000	390.048	201.077	86327.110	-7058023.000
27.242	0.000	390.048	214.783	77839.430	-6613726.000
27.498	0.000	390.048	229.423	72421.750	-6195274.000
27.749	0.000	390.048	245.062	72515.470	-5800322.000
28.009	0.000	390.048	261.766	64637.300	-5435327.000
28.292	0.000	390.048	279.609	59522.720	-5088026.000
28.622	0.000	390.048	298.669	55007.720	-4763191.000
28.951	0.000	390.048	319.027	50547.820	-4464013.000
29.237	0.000	390.048	340.773	46967.100	-4179630.000
29.616	0.000	390.048	364.002	44759.830	-3916367.000
29.877	0.000	390.048	388.814	40842.070	-3667350.000
30.151	0.000	390.048	415.317	39098.700	-3434841.000
30.401	0.000	390.048	443.627	36187.360	-3216657.000
30.667	0.000	390.048	473.866	33820.070	-3013547.000
30.952	0.000	390.048	506.167	32544.090	-2822117.000
31.177	0.000	390.048	540.670	29521.170	-2643672.000
31.368	0.000	390.048	577.524	28514.870	-2476308.000
31.782	0.000	390.048	616.890	26289.670	-2319733.000
32.033	0.000	390.048	658.940	25166.660	-2171358.000
32.297	0.000	390.048	703.857	23325.030	-2033977.000
