Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.473	0.000	375.075	20.000	-11150760.000	-57957790.000
2.868	0.000	375.075	21.363	3396976.000	-50377220.000
4.166	0.000	375.074	22.819	3131097.000	-47175200.000
5.386	0.000	375.074	24.375	2834595.000	-44281320.000
6.533	0.000	375.073	26.036	2641641.000	-41507230.000
7.611	0.000	375.072	27.811	2373468.000	-38959660.000
8.625	0.000	375.071	29.707	2111952.000	-36515050.000
9.578	0.000	375.072	31.732	1948001.000	-34232120.000
10.476	0.000	375.072	33.895	1760269.000	-32036980.000
11.320	0.000	375.073	36.205	1736166.000	-30127350.000
12.148	0.000	375.073	38.673	1544274.000	-28179210.000
13.092	0.000	375.073	41.309	1341481.000	-26442660.000
13.979	0.000	375.073	44.125	1139386.000	-24802020.000
14.815	0.000	375.073	47.133	1010966.000	-23237600.000
15.603	0.000	375.073	50.346	845244.800	-21871570.000
16.348	0.000	375.074	53.777	854414.400	-20495030.000
17.046	0.000	375.074	57.443	848161.400	-19216370.000
17.704	0.000	375.075	61.359	822028.800	-18034240.000
18.325	0.000	375.075	65.541	722890.200	-16899860.000
18.910	0.000	375.076	70.009	676316.300	-15861120.000
19.464	0.000	375.075	74.781	625485.800	-14874490.000
19.987	0.000	375.075	79.878	567292.600	-13914690.000
20.481	0.000	375.075	85.323	522824.600	-13061080.000
20.949	0.000	375.075	91.139	483336.200	-12234890.000
21.389	0.000	375.075	97.352	453463.100	-11487450.000
21.806	0.000	375.075	103.987	405171.700	-10756760.000
22.200	0.000	375.075	111.076	373053.700	-10092850.000
22.578	0.000	375.075	118.647	346314.000	-9459300.000
22.948	0.000	375.075	126.735	320015.800	-8861187.000
23.301	0.000	375.075	135.373	296454.300	-8311541.000
23.637	0.000	375.075	144.601	270713.100	-7800600.000
23.988	0.000	375.075	154.458	243079.800	-7306707.000
24.313	0.000	375.075	164.986	230766.900	-6844575.000
24.612	0.000	375.075	176.232	213209.500	-6415384.000
24.910	0.000	375.075	188.245	193777.000	-6010742.000
25.210	0.000	375.075	201.077	179131.700	-5633392.000
25.497	0.000	375.075	214.783	166473.800	-5281417.000
25.768	0.000	375.075	229.423	154534.000	-4950572.000
26.055	0.000	375.075	245.062	140352.000	-4642745.000
26.364	0.000	375.075	261.766	131332.600	-4347266.000
26.666	0.000	375.075	279.609	121382.600	-4075081.000
26.943	0.000	375.075	298.669	112457.800	-3819125.000
27.263	0.000	375.076	319.027	104084.700	-3579171.000
27.567	0.000	375.076	340.773	95507.670	-3354093.000
27.820	0.000	375.076	364.002	88904.630	-3144419.000
28.106	0.000	375.076	388.814	82206.090	-2947073.000
28.311	0.000	375.076	415.317	76159.950	-2760790.000
28.620	0.000	375.076	443.627	71261.300	-2587702.000
28.898	0.000	375.075	473.866	66051.180	-2425735.000
29.097	0.000	375.075	506.167	60894.290	-2272769.000
29.357	0.000	375.075	540.670	55669.850	-2129747.000
29.608	0.000	375.075	577.524	52277.540	-1996245.000
29.817	0.000	375.075	616.890	48507.730	-1870305.000
30.061	0.000	375.075	658.940	45088.380	-1752596.000
30.299	0.000	375.075	703.857	41736.200	-1642884.000
30.505	0.000	375.075	751.834	38876.260	-1539286.000
30.704	0.000	375.075	803.083	36036.830	-1442199.000
30.880	0.000	375.075	857.824	33449.590	-1351635.000
31.157	0.000	375.075	916.297	31249.850	-1266568.000
31.377	0.000	375.075	978.756	29318.570	-1186974.000
31.939	0.000	375.075	1045.472	26758.950	-1112722.000
32.433	0.000	375.075	1116.736	25012.430	-1042667.000
32.907	0.000	375.075	1192.857	23362.660	-976949.600
33.367	0.000	375.075	1274.167	21471.580	-915693.300
33.782	0.000	375.075	1361.020	20078.670	-857919.700
34.189	0.000	375.075	1453.793	18733.410	-803712.000
34.587	0.000	375.075	1552.890	17403.860	-753319.400
34.982	0.000	375.075	1658.741	16165.780	-705856.600
35.339	0.000	375.075	1771.808	15073.400	-661341.500
35.683	0.000	375.075	1892.582	14125.940	-619819.400
36.049	0.000	375.075	2021.589	13102.010	-580814.900
36.392	0.000	375.075	2159.389	12147.370	-544263.600
36.764	0.000	375.075	2306.582	11363.390	-509901.700
37.092	0.000	375.075	2463.808	10541.720	-477916.900
