Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.472	0.000	405.033	20.000	15531070.000	-40268510.000
2.855	0.000	405.034	21.363	7345558.000	-43455420.000
4.163	0.000	405.033	22.819	6753754.000	-40904270.000
5.384	0.000	405.032	24.375	6125189.000	-38487340.000
6.541	0.000	405.031	26.036	5595340.000	-36288170.000
7.617	0.000	405.031	27.811	5076856.000	-34177490.000
8.630	0.000	405.031	29.707	4622420.000	-32128580.000
9.582	0.000	405.032	31.732	4212546.000	-30251670.000
10.481	0.000	405.033	33.895	3757324.000	-28499220.000
11.336	0.000	405.033	36.205	3463425.000	-26801720.000
12.141	0.000	405.034	38.673	3172398.000	-25213640.000
13.082	0.000	405.035	41.309	2833180.000	-23646970.000
13.983	0.000	405.034	44.125	2494303.000	-22253600.000
14.846	0.000	405.033	47.133	2192573.000	-20897160.000
15.632	0.000	405.032	50.346	1987940.000	-19682940.000
16.374	0.000	405.031	53.777	1852914.000	-18439300.000
17.098	0.000	405.031	57.443	1742915.000	-17360800.000
17.761	0.000	405.031	61.359	1618891.000	-16331410.000
18.419	0.000	405.031	65.541	1445057.000	-15335060.000
19.005	0.000	405.031	70.009	1337331.000	-14394570.000
19.558	0.000	405.031	74.781	1220000.000	-13513500.000
20.106	0.000	405.031	79.878	1099325.000	-12698940.000
20.619	0.000	405.031	85.323	996365.700	-11926670.000
21.124	0.000	405.031	91.139	916488.400	-11190480.000
21.668	0.000	405.032	97.352	826397.400	-10513060.000
22.129	0.000	405.032	103.987	754856.200	-9853958.000
22.557	0.000	405.032	111.076	689903.900	-9251243.000
23.110	0.000	405.033	118.647	623550.700	-8685625.000
23.521	0.000	405.033	126.735	568318.000	-8151577.000
24.003	0.000	405.033	135.373	517348.000	-7649167.000
24.491	0.000	405.032	144.601	481344.100	-7177566.000
24.840	0.000	405.032	154.458	422342.200	-6733278.000
25.191	0.000	405.031	164.986	391716.700	-6319020.000
25.469	0.000	405.031	176.232	356728.400	-5925883.000
25.751	0.000	405.030	188.245	326534.900	-5561060.000
26.048	0.000	405.030	201.077	299077.100	-5215859.000
26.404	0.000	405.030	214.783	271927.600	-4894182.000
26.718	0.000	405.030	229.423	247854.000	-4590312.000
27.035	0.000	405.030	245.062	226884.300	-4305924.000
27.328	0.000	405.030	261.766	207717.400	-4036229.000
27.588	0.000	405.030	279.609	188897.900	-3784871.000
27.932	0.000	405.029	298.669	173127.100	-3550117.000
28.286	0.000	405.029	319.027	156943.200	-3328977.000
28.534	0.000	405.030	340.773	143767.100	-3121818.000
28.837	0.000	405.030	364.002	132107.300	-2927020.000
29.098	0.000	405.030	388.814	120553.000	-2744134.000
29.383	0.000	405.030	415.317	110283.900	-2572935.000
29.669	0.000	405.030	443.627	100881.900	-2413094.000
29.983	0.000	405.030	473.866	92366.610	-2261366.000
30.211	0.000	405.031	506.167	85091.890	-2120063.000
30.419	0.000	405.031	540.670	78123.330	-1988039.000
30.741	0.000	405.031	577.524	71541.510	-1863498.000
30.986	0.000	405.031	616.890	65508.530	-1746996.000
31.210	0.000	405.031	658.940	59956.460	-1637966.000
31.580	0.000	405.031	703.857	54804.630	-1535045.000
31.838	0.000	405.031	751.834	50239.650	-1438749.000
32.178	0.000	405.032	803.083	45998.630	-1348699.000
32.438	0.000	405.032	857.824	42271.780	-1264200.000
32.707	0.000	405.032	916.297	39247.390	-1185037.000
32.934	0.000	405.032	978.756	35587.950	-1110849.000
33.662	0.000	405.032	1045.472	32860.670	-1041338.000
34.279	0.000	405.031	1116.736	30265.780	-976035.400
34.981	0.000	405.030	1192.857	27718.050	-914623.200
35.544	0.000	405.030	1274.167	25589.830	-857466.800
36.022	0.000	405.031	1361.020	23410.220	-803505.600
36.638	0.000	405.031	1453.793	21759.850	-753055.100
37.072	0.000	405.031	1552.890	19968.910	-705765.500
37.681	0.000	405.031	1658.741	18363.410	-661412.600
38.071	0.000	405.031	1771.808	16984.590	-619793.200
