Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.472	0.000	370.077	20.000	-11225740.000	-64501010.000
2.855	0.000	370.077	21.363	3277290.000	-51442880.000
4.154	0.000	370.076	22.819	2943057.000	-48420710.000
5.375	0.000	370.075	24.375	2662397.000	-45365680.000
6.523	0.000	370.075	26.036	2439918.000	-42473350.000
7.626	0.000	370.075	27.811	2178393.000	-39817870.000
8.640	0.000	370.075	29.707	2022242.000	-37317710.000
9.594	0.000	370.075	31.732	1898286.000	-34977270.000
10.491	0.000	370.075	33.895	1739194.000	-32943730.000
11.337	0.000	370.075	36.205	1509897.000	-30763780.000
12.139	0.000	370.075	38.673	1384019.000	-28931970.000
13.082	0.000	370.075	41.309	1274728.000	-27095450.000
13.971	0.000	370.074	44.125	1087859.000	-25390410.000
14.806	0.000	370.074	47.133	873977.300	-23809020.000
15.593	0.000	370.074	50.346	830560.900	-22277180.000
16.334	0.000	370.074	53.777	778619.900	-20947350.000
17.032	0.000	370.074	57.443	794909.700	-19655620.000
17.691	0.000	370.074	61.359	752711.800	-18435480.000
18.311	0.000	370.074	65.541	716063.800	-17258990.000
18.897	0.000	370.074	70.009	641385.000	-16199120.000
19.470	0.000	370.073	74.781	609991.700	-15177600.000
20.045	0.000	370.073	79.878	551847.300	-14240880.000
20.604	0.000	370.073	85.323	511944.900	-13339040.000
21.115	0.000	370.074	91.139	463519.900	-12514440.000
21.631	0.000	370.074	97.352	415097.500	-11720770.000
22.104	0.000	370.074	103.987	400095.800	-10995650.000
22.611	0.000	370.074	111.076	364520.400	-10301200.000
23.084	0.000	370.074	118.647	338233.300	-9657598.000
23.567	0.000	370.074	126.735	311129.100	-9052305.000
24.128	0.000	370.074	135.373	287319.000	-8487343.000
24.488	0.000	370.074	144.601	266670.500	-7960493.000
24.883	0.000	370.074	154.458	246767.200	-7461819.000
25.266	0.000	370.074	164.986	226823.800	-6987586.000
25.564	0.000	370.074	176.232	207496.700	-6547016.000
25.889	0.000	370.074	188.245	193571.400	-6136929.000
26.172	0.000	370.074	201.077	177542.000	-5752713.000
26.527	0.000	370.074	214.783	163910.300	-5392631.000
26.824	0.000	370.074	229.423	151952.600	-5056745.000
27.151	0.000	370.074	245.062	140570.000	-4739715.000
27.422	0.000	370.074	261.766	130768.200	-4438768.000
27.779	0.000	370.074	279.609	120751.800	-4161551.000
28.087	0.000	370.074	298.669	112021.700	-3898489.000
28.399	0.000	370.074	319.027	103440.000	-3654455.000
28.696	0.000	370.073	340.773	96223.210	-3424535.000
29.029	0.000	370.073	364.002	88993.350	-3209182.000
29.331	0.000	370.074	388.814	81804.480	-3007283.000
29.631	0.000	370.074	415.317	76652.300	-2818345.000
29.927	0.000	370.074	443.627	71156.800	-2642112.000
30.206	0.000	370.074	473.866	65166.860	-2475861.000
30.459	0.000	370.074	506.167	61045.000	-2320851.000
30.698	0.000	370.074	540.670	56887.280	-2175043.000
31.041	0.000	370.074	577.524	52163.410	-2038117.000
31.287	0.000	370.074	616.890	48601.570	-1910482.000
31.594	0.000	370.074	658.940	45453.480	-1789796.000
31.874	0.000	370.074	703.857	42416.230	-1676848.000
32.166	0.000	370.073	751.834	39282.270	-1571341.000
32.444	0.000	370.073	803.083	36197.250	-1472819.000
32.684	0.000	370.073	857.824	33935.440	-1380776.000
32.949	0.000	370.073	916.297	31607.660	-1293312.000
33.313	0.000	370.072	978.756	29473.980	-1211972.000
33.888	0.000	370.072	1045.472	27287.280	-1136112.000
34.396	0.000	370.072	1116.736	25275.640	-1064530.000
34.956	0.000	370.072	1192.857	23788.970	-997564.500
35.397	0.000	370.072	1274.167	21961.380	-934816.700
35.826	0.000	370.072	1361.020	20433.070	-876180.400
36.257	0.000	370.072	1453.793	19034.930	-820840.200
36.648	0.000	370.072	1552.890	17671.970	-769180.600
37.024	0.000	370.072	1658.741	16535.150	-720836.000
37.381	0.000	370.072	1771.808	15463.060	-675530.400
37.744	0.000	370.072	1892.582	14299.400	-632986.000
38.126	0.000	370.072	2021.589	13312.960	-593023.100
38.492	0.000	370.072	2159.389	12428.010	-555831.200
38.818	0.000	370.072	2306.582	11593.650	-520777.100
39.162	0.000	370.071	2463.808	10815.620	-487955.500
39.459	0.000	370.071	2631.752	10055.940	-457259.300
39.798	0.000	370.071	2811.143	9287.341	-428447.000
40.069	0.000	370.071	3002.763	8722.800	-401468.800
40.330	0.000	370.071	3207.444	8158.435	-376174.600
40.592	0.000	370.071	3426.077	7627.567	-352495.000
40.832	0.000	370.071	3659.613	7090.208	-330316.300
41.158	0.000	370.071	3909.068	6587.776	-309510.300
41.503	0.000	370.071	4175.526	6119.149	-290022.300
41.850	0.000	370.071	4460.148	5747.975	-271745.400
42.179	0.000	370.071	4764.171	5360.703	-254596.700
42.534	0.000	370.071	5088.917	4939.225	-238579.400
42.822	0.000	370.071	5435.799	4607.950	-223520.100
43.132	0.000	370.071	5806.326	4337.725	-209418.800
43.404	0.000	370.071	6202.110	4095.186	-196273.500
43.644	0.000	370.071	6624.872	3820.632	-183889.100
43.963	0.000	370.071	7076.452	3543.201	-172274.700
44.191	0.000	370.071	7558.813	3278.091	-161404.200
44.480	0.000	370.071	8074.054	3049.533	-151246.500
44.760	0.000	370.071	8624.416	2867.033	-141715.100
45.104	0.000	370.072	9212.292	2667.659	-132818.200
45.367	0.000	370.072	9840.241	2477.254	-124393.100
45.635	0.000	370.072	10510.994	2301.797	-116557.200
45.918	0.000	370.072	11227.468	2175.899	-109209.700
46.168	0.000	370.072	11992.780	2023.076	-102321.600
46.404	0.000	370.072	12810.259	1893.755	-95882.220
46.648	0.000	370.072	13683.461	1782.541	-89835.340
46.908	0.000	370.072	14616.184	1659.038	-84153.920
47.157	0.000	370.072	15612.485	1550.811	-78867.200
47.446	0.000	370.072	16676.698	1444.630	-73895.480
47.711	0.000	370.072	17813.453	1349.890	-69246.630
47.966	0.000	370.072	19027.694	1280.603	-64860.120
48.211	0.000	370.072	20324.702	1202.260	-60767.840
48.459	0.000	370.072	21710.121	1111.130	-56931.980
48.674	0.000	370.072	23189.975	1065.690	-53325.830
48.902	0.000	370.072	24770.702	973.465	-49979.280
49.132	0.000	370.072	26459.178	926.883	-46820.620
49.396	0.000	370.072	28262.749	828.008	-43858.310
49.674	0.000	370.072	30189.258	784.389	-41107.260
49.933	0.000	370.072	32247.086	766.879	-38513.140
50.250	0.000	370.072	34445.185	709.298	-36072.970
50.511	0.000	370.072	36793.115	670.640	-33801.700
50.781	0.000	370.072	39301.090	627.448	-31669.730
51.019	0.000	370.072	41980.020	590.863	-29667.110
51.412	0.000	370.072	44841.556	552.045	-27798.190
51.833	0.000	370.072	47898.147	518.185	-26040.930
52.253	0.000	370.072	51163.089	485.741	-24395.360
52.568	0.000	370.072	54650.583	462.722	-22863.470
52.961	0.000	370.072	58375.799	432.841	-21410.580
53.248	0.000	370.072	62354.942	370.764	-20065.730
53.711	0.000	370.072	66605.320	377.720	-18797.120
53.997	0.000	370.072	71145.421	354.658	-17614.570
