Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.474	0.000	390.070	20.000	-6848067.000	-50004900.000
2.858	0.000	390.070	21.363	4955664.000	-48264130.000
4.156	0.000	390.070	22.819	4467823.000	-45280850.000
5.388	0.000	390.070	24.375	4030615.000	-42518720.000
6.573	0.000	390.070	26.036	3723007.000	-39971560.000
7.651	0.000	390.070	27.811	3275104.000	-37508650.000
8.667	0.000	390.070	29.707	3023413.000	-35237430.000
9.626	0.000	390.070	31.732	2711044.000	-33010260.000
10.521	0.000	390.070	33.895	2571008.000	-31043020.000
11.367	0.000	390.070	36.205	2246342.000	-29147680.000
12.183	0.000	390.070	38.673	2116853.000	-27417400.000
13.127	0.000	390.070	41.309	1851312.000	-25626450.000
14.034	0.000	390.069	44.125	1613325.000	-24080380.000
14.870	0.000	390.068	47.133	1374812.000	-22544010.000
15.656	0.000	390.069	50.346	1266061.000	-21207800.000
16.397	0.000	390.069	53.777	1173253.000	-19863670.000
17.122	0.000	390.070	57.443	1149489.000	-18659410.000
17.779	0.000	390.070	61.359	1090128.000	-17523780.000
18.401	0.000	390.071	65.541	994015.600	-16456210.000
19.041	0.000	390.071	70.009	918486.400	-15437000.000
19.641	0.000	390.072	74.781	804226.400	-14464250.000
20.169	0.000	390.072	79.878	748626.200	-13576890.000
20.750	0.000	390.072	85.323	686452.500	-12718030.000
21.254	0.000	390.072	91.139	624985.700	-11935950.000
21.699	0.000	390.072	97.352	568316.100	-11184680.000
22.158	0.000	390.072	103.987	515170.500	-10489800.000
22.567	0.000	390.072	111.076	476766.300	-9842391.000
23.007	0.000	390.072	118.647	431924.600	-9228746.000
23.450	0.000	390.072	126.735	395833.200	-8656703.000
23.825	0.000	390.073	135.373	363718.100	-8113867.000
24.241	0.000	390.073	144.601	344899.700	-7607646.000
24.641	0.000	390.073	154.458	302141.800	-7124744.000
24.979	0.000	390.073	164.986	277690.100	-6685589.000
25.275	0.000	390.074	176.232	256264.900	-6268517.000
25.591	0.000	390.074	188.245	235944.900	-5875821.000
25.884	0.000	390.074	201.077	215916.800	-5511228.000
26.204	0.000	390.074	214.783	197017.800	-5167191.000
26.594	0.000	390.074	229.423	182632.300	-4844369.000
26.856	0.000	390.074	245.062	168018.900	-4543099.000
27.220	0.000	390.074	261.766	153900.400	-4255878.000
27.589	0.000	390.074	279.609	141058.700	-3988826.000
27.908	0.000	390.074	298.669	128153.600	-3740136.000
28.219	0.000	390.074	319.027	118419.200	-3504235.000
28.467	0.000	390.074	340.773	109119.400	-3285573.000
28.775	0.000	390.074	364.002	100116.700	-3079694.000
29.085	0.000	390.074	388.814	92642.520	-2886535.000
29.533	0.000	390.074	415.317	85112.580	-2704484.000
29.813	0.000	390.074	443.627	78568.690	-2535574.000
30.091	0.000	390.074	473.866	71924.200	-2375818.000
30.322	0.000	390.074	506.167	65977.870	-2227004.000
