Time (s)	Light (A)	T (K)	f (Hz)	R (Ohm)	X (Ohm)
1.472	0.000	410.049	20.000	11622390.000	-36453040.000
2.855	0.000	410.048	21.363	8075383.000	-41318700.000
4.152	0.000	410.047	22.819	7343124.000	-38963120.000
5.372	0.000	410.047	24.375	6613011.000	-36774350.000
6.518	0.000	410.047	26.036	5981518.000	-34651000.000
7.597	0.000	410.047	27.811	5487390.000	-32655350.000
8.610	0.000	410.047	29.707	4962620.000	-30773610.000
9.563	0.000	410.047	31.732	4495491.000	-28940370.000
10.460	0.000	410.047	33.895	4169156.000	-27258540.000
11.305	0.000	410.047	36.205	3764598.000	-25723480.000
12.105	0.000	410.047	38.673	3490669.000	-24191710.000
13.055	0.000	410.047	41.309	3106769.000	-22768770.000
13.943	0.000	410.047	44.125	2777308.000	-21400110.000
14.778	0.000	410.046	47.133	2450519.000	-20169700.000
15.563	0.000	410.046	50.346	2195954.000	-18919490.000
16.302	0.000	410.046	53.777	2062451.000	-17821320.000
17.026	0.000	410.046	57.443	1900298.000	-16787640.000
17.684	0.000	410.046	61.359	1748639.000	-15771780.000
18.335	0.000	410.046	65.541	1587395.000	-14807910.000
18.921	0.000	410.046	70.009	1445897.000	-13920020.000
19.475	0.000	410.046	74.781	1311203.000	-13072330.000
19.997	0.000	410.046	79.878	1209316.000	-12274360.000
20.490	0.000	410.046	85.323	1079994.000	-11534400.000
20.955	0.000	410.046	91.139	990632.200	-10833220.000
21.396	0.000	410.046	97.352	908529.500	-10180170.000
21.812	0.000	410.046	103.987	823426.000	-9552886.000
22.205	0.000	410.046	111.076	747403.300	-8971817.000
22.579	0.000	410.046	118.647	680727.700	-8425319.000
22.970	0.000	410.046	126.735	620107.300	-7907799.000
23.324	0.000	410.046	135.373	561274.400	-7423657.000
23.666	0.000	410.046	144.601	509143.800	-6974852.000
23.998	0.000	410.046	154.458	461629.600	-6542686.000
24.362	0.000	410.046	164.986	424612.800	-6134951.000
24.678	0.000	410.046	176.232	385695.400	-5756844.000
24.972	0.000	410.046	188.245	350528.000	-5404987.000
25.278	0.000	410.046	201.077	323068.800	-5069105.000
25.568	0.000	410.045	214.783	292587.300	-4756885.000
25.836	0.000	410.045	229.423	268778.400	-4463818.000
26.123	0.000	410.045	245.062	245085.600	-4184053.000
26.413	0.000	410.045	261.766	221515.600	-3923888.000
26.700	0.000	410.044	279.609	203236.800	-3681390.000
27.004	0.000	410.044	298.669	185212.900	-3452832.000
27.261	0.000	410.044	319.027	169792.600	-3239558.000
27.558	0.000	410.044	340.773	154270.700	-3038635.000
27.785	0.000	410.044	364.002	140287.600	-2848763.000
28.054	0.000	410.044	388.814	129196.900	-2671795.000
28.282	0.000	410.044	415.317	117989.600	-2505285.000
28.517	0.000	410.044	443.627	107869.700	-2349051.000
28.751	0.000	410.044	473.866	98333.330	-2202972.000
29.033	0.000	410.043	506.167	89796.820	-2064634.000
29.235	0.000	410.043	540.670	82652.020	-1936462.000
29.497	0.000	410.043	577.524	75836.050	-1814901.000
29.751	0.000	410.043	616.890	69092.560	-1701680.000
29.948	0.000	410.043	658.940	63571.960	-1595714.000
30.186	0.000	410.043	703.857	57748.160	-1495922.000
30.417	0.000	410.043	751.834	53196.150	-1402514.000
30.625	0.000	410.043	803.083	48862.510	-1314448.000
30.859	0.000	410.042	857.824	45006.550	-1232678.000
31.070	0.000	410.042	916.297	41074.060	-1155428.000
31.269	0.000	410.042	978.756	38004.060	-1083050.000
31.792	0.000	410.042	1045.472	34693.300	-1015169.000
32.291	0.000	410.042	1116.736	31892.710	-951592.100
32.749	0.000	410.042	1192.857	29157.120	-892084.200
33.189	0.000	410.042	1274.167	26842.400	-835938.400
33.620	0.000	410.042	1361.020	24718.860	-783566.800
34.030	0.000	410.042	1453.793	22734.510	-734250.400
34.437	0.000	410.043	1552.890	20834.880	-688335.200
34.809	0.000	410.043	1658.741	19238.410	-645096.500
35.215	0.000	410.043	1771.808	17730.950	-604658.500
35.582	0.000	410.043	1892.582	16234.360	-566722.400
35.934	0.000	410.043	2021.589	14950.750	-531061.100
36.305	0.000	410.043	2159.389	13853.500	-497736.700
36.635	0.000	410.043	2306.582	12724.520	-466490.700
36.997	0.000	410.043	2463.808	11738.770	-437315.400
37.315	0.000	410.043	2631.752	10881.410	-409709.700
37.665	0.000	410.043	2811.143	10017.080	-383923.900
38.010	0.000	410.043	3002.763	9260.011	-359848.000
38.360	0.000	410.043	3207.444	8565.463	-337217.700
38.635	0.000	410.043	3426.077	7940.171	-315959.400
38.945	0.000	410.043	3659.613	7284.399	-296080.700
39.174	0.000	410.043	3909.068	6766.876	-277412.100
39.528	0.000	410.043	4175.526	6214.166	-259987.500
39.887	0.000	410.044	4460.148	5825.143	-243620.500
40.260	0.000	410.044	4764.171	5331.353	-228373.800
40.588	0.000	410.044	5088.917	4903.243	-213935.500
40.888	0.000	410.044	5435.799	4622.374	-200432.300
41.189	0.000	410.045	5806.326	4207.453	-187807.900
41.455	0.000	410.045	6202.110	3894.297	-175964.700
41.708	0.000	410.045	6624.872	3640.875	-164860.000
41.980	0.000	410.045	7076.452	3335.873	-154462.800
42.212	0.000	410.045	7558.813	3136.619	-144790.800
42.569	0.000	410.045	8074.054	2908.741	-135677.100
42.881	0.000	410.045	8624.416	2703.365	-127033.500
