Timestamp,Elapsed_Sec,Temp_A_K,Setpoint_K,Error_K,Ramp_SP_K,Track_Err_K,Heater_Pct,Ramp_Rate_K_min,P_Gain,I_Gain,D_Gain,Range,MaxPwr_Pct,Stage
2026-09-04 22:09:25,0.0,351.8501,357.00,-5.1499,351.8500,-0.0001,0.16,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:26,1.4,351.8501,357.00,-5.1499,351.8734,+0.0233,0.66,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:27,2.8,351.8494,357.00,-5.1506,351.8968,+0.0474,1.26,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:29,4.2,351.8482,357.00,-5.1518,351.9203,+0.0721,1.88,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:30,5.6,351.8464,357.00,-5.1536,351.9437,+0.0973,2.40,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:32,7.0,351.8443,357.00,-5.1557,351.9671,+0.1228,3.00,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:33,8.4,351.8417,357.00,-5.1583,351.9905,+0.1488,3.53,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:34,9.8,351.8387,357.00,-5.1613,352.0139,+0.1752,4.10,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:36,11.2,351.8359,357.00,-5.1641,352.0373,+0.2014,4.69,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:37,12.6,351.8329,357.00,-5.1671,352.0607,+0.2278,5.30,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:39,14.0,351.8299,357.00,-5.1701,352.0841,+0.2542,5.81,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:40,15.4,351.8272,357.00,-5.1728,352.1075,+0.2803,6.39,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:41,16.9,351.8243,357.00,-5.1757,352.1308,+0.3065,7.03,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:43,18.3,351.8214,357.00,-5.1786,352.1545,+0.3331,7.58,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:44,19.7,351.8188,357.00,-5.1812,352.1779,+0.3591,8.11,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:46,21.1,351.8163,357.00,-5.1837,352.2013,+0.3850,8.68,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
2026-09-04 22:09:47,22.5,351.8136,357.00,-5.1864,352.2247,+0.4111,9.26,1.00,25.0,900.0,0.0,HI,50.0,RAMPING
